psa_id,domain,subcategory,psa_text
PSA_00106,Security & Safety,Fire Safety,Do not ignore fire hazards. Keep matches away from children.
PSA_00107,Security & Safety,Emergency Preparedness,"Know what to do before, during and after heavy rainfall."
PSA_00108,Security & Safety,Fire Safety,"Business owners, help prevent faulty wiring by choosing to store flammable materials safely."
PSA_00109,Security & Safety,Road Safety,National Transport and Safety Authority urges public transport operators to stop for pedestrians.
PSA_00110,Security & Safety,Fire Safety,"During a fire emergency, remain calm and keep matches away from children."
PSA_00111,Security & Safety,Fire Safety,Local Administration urges business owners to take fire safety seriously.
PSA_00112,Security & Safety,Emergency Preparedness,"During emergencies, remain calm and assist vulnerable people during emergencies."
PSA_00113,Security & Safety,Public Safety,Cooperate with emergency responders and report unsafe conditions promptly.
PSA_00114,Security & Safety,Emergency Preparedness,Stay informed through official alerts and know your evacuation route.
PSA_00115,Security & Safety,Emergency Preparedness,Be prepared to leave offices safely. Follow official emergency updates.
PSA_00116,Security & Safety,Emergency Preparedness,Protect your household by choosing to charge communication devices.
PSA_00117,Security & Safety,Public Safety,Report unsafe conditions in government offices promptly.
PSA_00118,Security & Safety,Emergency Preparedness,Keep your family ready. Charge communication devices.
PSA_00119,Security & Safety,Community Safety,Public participation can reduce abandoned buildings. Follow local safety guidelines.
PSA_00120,Security & Safety,Public Safety,Help prevent security threats by choosing to report unsafe conditions promptly.
PSA_00121,Security & Safety,Crime Prevention,County Government reminds drivers to lock your doors and windows.
PSA_00122,Security & Safety,Road Safety,Safe roads depend on responsible choices. Never drive under the influence.
PSA_00123,Security & Safety,Fire Safety,Keep emergency exits clear and store flammable materials safely.
PSA_00124,Security & Safety,Crime Prevention,Report suspicious activity and share safety information with neighbours.
PSA_00125,Security & Safety,Public Safety,Support safer public spaces by choosing to stay informed through official updates.
PSA_00126,Security & Safety,Cyber Safety,Directorate of Criminal Investigations advises business owners to protect confidential information.
PSA_00127,Security & Safety,Cyber Safety,Stay safe online and avoid identity theft.
PSA_00128,Security & Safety,Cyber Safety,Protect yourself while using public Wi-Fi networks. Enable two-factor authentication.
PSA_00129,Security & Safety,Road Safety,Avoid dangerous road behaviour. Wear your seat belt.
PSA_00130,Security & Safety,Community Safety,National Police Service reminds volunteers to support community safety initiatives.
PSA_00131,Security & Safety,Crime Prevention,Crime prevention starts with awareness. Use secure parking areas.
PSA_00132,Security & Safety,Personal Safety,Stay safe while travelling. Share your travel plans with someone you trust.
PSA_00133,Security & Safety,Crime Prevention,Support safer neighbourhoods by choosing to report crimes promptly.
PSA_00134,Security & Safety,Community Safety,Community Safety Committee reminds families to support community safety initiatives.
PSA_00135,Security & Safety,Community Safety,Help keep markets safe and welcoming. Protect public property.
PSA_00136,Security & Safety,Emergency Preparedness,Emergency preparedness saves lives. Prepare an emergency kit.
PSA_00137,Security & Safety,Personal Safety,Be cautious in residential areas. Seek help from security officers.
PSA_00138,Security & Safety,Emergency Preparedness,Prepared communities recover faster. Assist vulnerable people during emergencies.
PSA_00139,Security & Safety,Cyber Safety,Emergency Response Team advises parents to keep your software updated.
PSA_00140,Security & Safety,Crime Prevention,Help reduce fraud in business premises. Cooperate with law enforcement.
PSA_00141,Security & Safety,Fire Safety,"During a fire emergency, remain calm and store flammable materials safely."
PSA_00142,Security & Safety,Public Safety,Report unsafe conditions in shopping centres promptly.
PSA_00143,Security & Safety,Community Safety,Do not ignore threats to community safety. Keep public spaces clean.
PSA_00144,Security & Safety,Emergency Preparedness,Keep your family ready. Assist vulnerable people during emergencies.
PSA_00145,Security & Safety,Personal Safety,Share safety information with people you trust. Report threats immediately.
PSA_00146,Security & Safety,Community Safety,Public participation can reduce crime. Follow local safety guidelines.
PSA_00147,Security & Safety,Emergency Preparedness,Public Safety Department advises employees to keep essential medicines available.
PSA_00148,Security & Safety,Cyber Safety,"Business owners, protect your digital accounts by choosing to enable two-factor authentication."
PSA_00149,Security & Safety,Road Safety,Protect all road users. Cross the road at designated crossings.
PSA_00150,Security & Safety,Road Safety,Every road user has a duty to prevent accidents. Wear a helmet when riding a motorcycle.
PSA_00151,Security & Safety,Road Safety,Emergency Medical Services urges motorcyclists to stop for pedestrians.
PSA_00152,Security & Safety,Cyber Safety,Report suspected malware immediately.
PSA_00153,Security & Safety,Cyber Safety,"Teachers, protect your digital accounts by choosing to use strong passwords."
PSA_00154,Security & Safety,Public Safety,Protect yourself and others during public emergencies. Report unsafe conditions promptly.
PSA_00155,Security & Safety,Road Safety,Protect all road users. Wear your seat belt.
PSA_00156,Security & Safety,Fire Safety,Fire safety starts with prevention. Leave the building immediately if a fire starts.
PSA_00157,Security & Safety,Emergency Preparedness,Stay informed through official alerts and prepare an emergency kit.
PSA_00158,Security & Safety,Fire Safety,Fire safety starts with prevention. Keep a fire extinguisher nearby.
PSA_00159,Security & Safety,Community Safety,Do not ignore threats to community safety. Participate in community safety meetings.
PSA_00160,Security & Safety,Personal Safety,Your personal safety matters. Keep emergency contacts available.
PSA_00161,Security & Safety,Public Safety,Avoid dangerous or restricted areas. Assist vulnerable people safely.
PSA_00162,Security & Safety,Public Safety,Stay alert to unsafe conditions in markets.
PSA_00163,Security & Safety,Emergency Preparedness,Fire and Rescue Services reminds residents to review their emergency plans.
PSA_00164,Security & Safety,Fire Safety,Do not ignore fire hazards. Inspect electrical wiring regularly.
PSA_00165,Security & Safety,Community Safety,Safer communities begin with cooperation. Encourage community participation.
PSA_00166,Security & Safety,Public Safety,Stay informed through official updates. Report emergencies immediately.
PSA_00167,Security & Safety,Cyber Safety,Reduce the risk of unauthorised account access. Use strong passwords.
PSA_00168,Security & Safety,Personal Safety,Your personal safety matters. Report threats immediately.
PSA_00169,Security & Safety,Cyber Safety,Protect your personal data. Log out of shared devices.
PSA_00170,Security & Safety,Personal Safety,Reduce the risk of harassment. Use trusted transport services.
PSA_00171,Security & Safety,Community Safety,"Together, communities can prevent unsafe public spaces. Assist vulnerable community members."
PSA_00172,Security & Safety,Emergency Preparedness,National Disaster Operations Centre advises community members to store clean drinking water.
PSA_00173,Security & Safety,Road Safety,"Families, help prevent reckless driving by choosing to keep a safe following distance."
PSA_00174,Security & Safety,Fire Safety,Keep markets safe from fire. Keep matches away from children.
PSA_00175,Security & Safety,Cyber Safety,Online safety starts with careful choices. Enable two-factor authentication.
PSA_00176,Security & Safety,Crime Prevention,Report suspicious activity and protect personal belongings.
PSA_00177,Security & Safety,Community Safety,"Business owners, help reduce crime by choosing to follow local safety guidelines."
PSA_00178,Security & Safety,Emergency Preparedness,Do not wait for an emergency to prepare. Report emergencies immediately.
PSA_00179,Security & Safety,Crime Prevention,Protect your property and remember to cooperate with law enforcement.
PSA_00180,Security & Safety,Cyber Safety,Keep your online accounts secure. Use trusted websites for online transactions.
PSA_00181,Security & Safety,Fire Safety,Do not ignore fire hazards. Report fire hazards immediately.
PSA_00182,Security & Safety,Crime Prevention,Crime prevention starts with awareness. Report crimes promptly.
PSA_00183,Security & Safety,Community Safety,Strong communities respond quickly to safety concerns. Encourage community participation.
PSA_00184,Security & Safety,Public Safety,Cooperate with emergency responders and keep emergency numbers accessible.
PSA_00185,Security & Safety,Community Safety,Community safety is everyone's responsibility. Encourage community participation.
PSA_00186,Security & Safety,Cyber Safety,Protect your personal data. Verify suspicious messages before responding.
PSA_00187,Security & Safety,Road Safety,"Drive, ride or walk responsibly. Wear your seat belt."
PSA_00188,Security & Safety,Public Safety,"Residents, follow official safety instructions and follow evacuation procedures."
PSA_00189,Security & Safety,Public Safety,Help prevent unsafe conditions by choosing to cooperate with emergency responders.
PSA_00190,Security & Safety,Personal Safety,"If you feel unsafe, keep personal information private."
PSA_00191,Security & Safety,Emergency Preparedness,Keep your family ready. Follow evacuation instructions.
PSA_00192,Security & Safety,Crime Prevention,Support safer neighbourhoods by choosing to use secure parking areas.
PSA_00193,Security & Safety,Road Safety,Help make urban roads safer. Wear your seat belt.
PSA_00194,Security & Safety,Road Safety,Avoid dangerous road behaviour. Stop for pedestrians.
PSA_00195,Security & Safety,Road Safety,Help make parking areas safer. Cross the road at designated crossings.
PSA_00196,Security & Safety,Crime Prevention,Protect your property and remember to report crimes promptly.
PSA_00197,Security & Safety,Emergency Preparedness,Be prepared to leave town centres safely. Keep essential medicines available.
PSA_00198,Security & Safety,Cyber Safety,Strengthen your cybersecurity by choosing to avoid sharing personal information online.
PSA_00199,Security & Safety,Community Safety,Community safety is everyone's responsibility. Follow local safety guidelines.
PSA_00200,Security & Safety,Crime Prevention,Help reduce fraud in workplaces. Keep valuables out of sight.
PSA_00201,Security & Safety,Fire Safety,"During a fire emergency, remain calm and switch off electrical appliances when not in use."
PSA_00202,Security & Safety,Crime Prevention,"Families, help prevent public insecurity by choosing to keep valuables out of sight."
PSA_00203,Security & Safety,Road Safety,Help make parking areas safer. Stop for pedestrians.
PSA_00204,Security & Safety,Fire Safety,Reduce the risk of smoke. Keep emergency exits clear.
PSA_00205,Security & Safety,Emergency Preparedness,Stay informed through official alerts and keep essential medicines available.
PSA_00206,Security & Safety,Emergency Preparedness,Stay informed through official alerts and report emergencies immediately.
PSA_00207,Security & Safety,Road Safety,Every road user has a duty to prevent accidents. Stop for pedestrians.
PSA_00208,Security & Safety,Personal Safety,Stay aware of your surroundings and share your travel plans with someone you trust.
PSA_00209,Security & Safety,Community Safety,National Police Service encourages business owners to protect public property.
PSA_00210,Security & Safety,Community Safety,Protect your neighbourhood by choosing to support neighbourhood watch programmes.
PSA_00211,Security & Safety,Public Safety,Kenya Red Cross urges visitors to assist vulnerable people safely.
PSA_00212,Security & Safety,Emergency Preparedness,Prepare before heavy rainfall occurs. Report emergencies immediately.
PSA_00213,Security & Safety,Emergency Preparedness,"Know what to do before, during and after flooding."
PSA_00214,Security & Safety,Public Safety,Keep emergency numbers available. Assist vulnerable people safely.
PSA_00215,Security & Safety,Fire Safety,Reduce the risk of electrical fires. Practice fire evacuation procedures.
PSA_00216,Security & Safety,Community Safety,Do not ignore threats to community safety. Follow local safety guidelines.
PSA_00217,Security & Safety,Crime Prevention,Keep workplaces safer by choosing to report suspicious activity immediately.
PSA_00218,Security & Safety,Crime Prevention,Keep shopping centres safer by choosing to report crimes promptly.
PSA_00219,Security & Safety,Cyber Safety,Kenya Police Service reminds internet users to protect confidential information.
PSA_00220,Security & Safety,Fire Safety,Do not ignore fire hazards. Keep a fire extinguisher nearby.
PSA_00221,Security & Safety,Public Safety,Public Health Department reminds members of the public to follow emergency procedures.
PSA_00222,Security & Safety,Cyber Safety,Stay alert to online threats and avoid clicking unknown links.
PSA_00223,Security & Safety,Community Safety,Report unsafe conditions in community centres.
PSA_00224,Security & Safety,Community Safety,Support vulnerable community members and report suspicious behaviour.
PSA_00225,Security & Safety,Community Safety,Strong communities respond quickly to safety concerns. Participate in community safety meetings.
PSA_00226,Security & Safety,Road Safety,"Pedestrians, help prevent failure to wear seat belts by choosing to maintain your vehicle regularly."
PSA_00227,Security & Safety,Fire Safety,Fire safety starts with prevention. Practice fire evacuation procedures.
PSA_00228,Security & Safety,Public Safety,Help prevent unsafe public gatherings by choosing to assist vulnerable people safely.
PSA_00229,Security & Safety,Cyber Safety,Protect yourself while using social media. Keep your software updated.
PSA_00230,Security & Safety,Road Safety,"Drive, ride or walk responsibly. Keep a safe following distance."
PSA_00231,Security & Safety,Emergency Preparedness,Prepare before power outages occurs. Follow evacuation instructions.
PSA_00232,Security & Safety,Road Safety,Help make urban roads safer. Avoid using your phone while driving.
PSA_00233,Security & Safety,Cyber Safety,Protect yourself while using schools. Log out of shared devices.
PSA_00234,Security & Safety,Road Safety,Protect all road users. Drive within the speed limit.
PSA_00235,Security & Safety,Public Safety,Safety in public spaces is everyone's responsibility. Stay informed through official updates.
PSA_00236,Security & Safety,Road Safety,"Before starting your journey, remember to wear your seat belt."
PSA_00237,Security & Safety,Community Safety,Help keep community centres safe and welcoming. Participate in community safety meetings.
PSA_00238,Security & Safety,Public Safety,Safety in public spaces is everyone's responsibility. Remain calm during emergencies.
PSA_00239,Security & Safety,Road Safety,Reduce the risk of reckless driving. Obey traffic rules.
PSA_00240,Security & Safety,Road Safety,County Government reminds school children that road safety saves lives.
PSA_00241,Security & Safety,Personal Safety,"During danger, remain calm and move to a safe place during danger."
PSA_00242,Security & Safety,Personal Safety,Make personal safety a daily priority. Seek help from security officers.
PSA_00243,Security & Safety,Cyber Safety,Think before you click. Use strong passwords.
PSA_00244,Security & Safety,Fire Safety,Keep warehouses safe from fire. Leave the building immediately if a fire starts.
PSA_00245,Security & Safety,Emergency Preparedness,Support vulnerable people during emergencies. Charge communication devices.
PSA_00246,Security & Safety,Crime Prevention,Stay alert to suspicious activity in town centres. Stay alert in crowded places.
PSA_00247,Security & Safety,Road Safety,"Before starting your journey, remember to wear a helmet when riding a motorcycle."
PSA_00248,Security & Safety,Personal Safety,Reduce the risk of harassment. Keep personal information private.
PSA_00249,Security & Safety,Public Safety,Help prevent public emergencies by choosing to assist vulnerable people safely.
PSA_00250,Security & Safety,Public Safety,Public safety depends on responsible behaviour. Report unsafe conditions promptly.
PSA_00251,Security & Safety,Public Safety,"During emergencies, remain calm and cooperate with emergency responders."
PSA_00252,Security & Safety,Road Safety,Road Safety Committee urges school children to keep a safe following distance.
PSA_00253,Security & Safety,Fire Safety,Prepare for fire emergencies by choosing to keep emergency exits clear.
PSA_00254,Security & Safety,Emergency Preparedness,Protect your household by choosing to keep emergency contacts accessible.
PSA_00255,Security & Safety,Cyber Safety,Keep your online accounts secure. Avoid sharing personal information online.
PSA_00256,Security & Safety,Crime Prevention,Report suspicious activity and keep valuables out of sight.
PSA_00257,Security & Safety,Road Safety,Road safety begins with responsible behaviour. Avoid using your phone while driving.
PSA_00258,Security & Safety,Community Safety,Do not ignore threats to community safety. Assist vulnerable community members.
PSA_00259,Security & Safety,Personal Safety,Your personal safety matters. Avoid accepting help from suspicious strangers.
PSA_00260,Security & Safety,Community Safety,Community Policing Committee encourages business owners to report safety concerns promptly.
PSA_00261,Security & Safety,Public Safety,Help prevent unattended packages by choosing to remain calm during emergencies.
PSA_00262,Security & Safety,Public Safety,Keep emergency numbers available. Stay informed through official updates.
PSA_00263,Security & Safety,Cyber Safety,Strengthen your cybersecurity by choosing to use trusted websites for online transactions.
PSA_00264,Security & Safety,Emergency Preparedness,Keep your family ready. Store clean drinking water.
PSA_00265,Security & Safety,Community Safety,Community safety is everyone's responsibility. Cooperate with local authorities.
PSA_00266,Security & Safety,Public Safety,Support safer public spaces by choosing to avoid restricted areas.
PSA_00267,Security & Safety,Emergency Preparedness,County Government advises families to follow evacuation instructions.
PSA_00268,Security & Safety,Fire Safety,"Households, help prevent fire outbreaks by choosing to switch off electrical appliances when not in use."
PSA_00269,Security & Safety,Road Safety,Help make residential roads safer. Avoid using your phone while driving.
PSA_00270,Security & Safety,Fire Safety,Reduce the risk of electrical fires. Keep emergency exits clear.
PSA_00271,Security & Safety,Crime Prevention,"Drivers, help prevent theft by choosing to keep valuables out of sight."
PSA_00272,Security & Safety,Emergency Preparedness,Be prepared to leave town centres safely. Store clean drinking water.
PSA_00273,Security & Safety,Cyber Safety,County Government reminds mobile banking users to protect confidential information.
PSA_00274,Security & Safety,Public Safety,Keep emergency numbers available. Report emergencies immediately.
PSA_00275,Security & Safety,Emergency Preparedness,Emergency preparedness saves lives. Keep essential medicines available.
PSA_00276,Security & Safety,Community Safety,Safer communities begin with cooperation. Report suspicious behaviour.
PSA_00277,Security & Safety,Public Safety,Public safety depends on responsible behaviour. Cooperate with emergency responders.
PSA_00278,Security & Safety,Cyber Safety,Keep your online accounts secure. Enable two-factor authentication.
PSA_00279,Security & Safety,Public Safety,Support safer public spaces by choosing to report unsafe conditions promptly.
PSA_00280,Security & Safety,Public Safety,Avoid dangerous or restricted areas. Avoid restricted areas.
PSA_00281,Security & Safety,Cyber Safety,Protect your personal data. Enable two-factor authentication.
PSA_00282,Security & Safety,Road Safety,Every road user has a duty to prevent accidents. Never drive under the influence.
PSA_00283,Security & Safety,Community Safety,Protect public property by choosing to report safety concerns promptly.
PSA_00284,Security & Safety,Crime Prevention,Chief's Office urges market traders to report suspicious activity immediately.
PSA_00285,Security & Safety,Community Safety,Kenya Red Cross encourages residents to follow local safety guidelines.
PSA_00286,Security & Safety,Emergency Preparedness,Keep your family ready. Follow official emergency updates.
PSA_00287,Security & Safety,Community Safety,Safer communities begin with cooperation. Follow local safety guidelines.
PSA_00288,Security & Safety,Community Safety,Help keep residential estates safe and welcoming. Support neighbourhood watch programmes.
PSA_00289,Security & Safety,Community Safety,Safer communities begin with cooperation. Support neighbourhood watch programmes.
PSA_00290,Security & Safety,Emergency Preparedness,Stay ready for emergencies in town centres. Prepare an emergency kit.
PSA_00291,Security & Safety,Fire Safety,Stay alert to fire risks in warehouses. Leave the building immediately if a fire starts.
PSA_00292,Security & Safety,Crime Prevention,Help reduce suspicious activity in public transport stations. Stay alert in crowded places.
PSA_00293,Security & Safety,Crime Prevention,Protect yourself and others from fraud. Cooperate with law enforcement.
PSA_00294,Security & Safety,Cyber Safety,Think before you click. Avoid sharing personal information online.
PSA_00295,Security & Safety,Crime Prevention,"Drivers, help prevent pickpocketing by choosing to verify identities before giving information."
PSA_00296,Security & Safety,Road Safety,"Before starting your journey, remember to never drive under the influence."
PSA_00297,Security & Safety,Public Safety,"During emergencies, remain calm and stay informed through official updates."
PSA_00298,Security & Safety,Crime Prevention,Help reduce crime in public transport stations. Share safety information with neighbours.
PSA_00299,Security & Safety,Cyber Safety,Stay alert to online threats and verify suspicious messages before responding.
PSA_00300,Security & Safety,Fire Safety,"During a fire emergency, remain calm and practice fire evacuation procedures."
PSA_00301,Security & Safety,Emergency Preparedness,Protect your household by choosing to report emergencies immediately.
PSA_00302,Security & Safety,Public Safety,Report unsafe conditions in transport terminals promptly.
PSA_00303,Security & Safety,Community Safety,Do not ignore threats to community safety. Support neighbourhood watch programmes.
PSA_00304,Security & Safety,Community Safety,Support vulnerable community members and support neighbourhood watch programmes.
PSA_00305,Security & Safety,Fire Safety,Prepare for fire emergencies by choosing to report fire hazards immediately.
PSA_00306,Security & Safety,Crime Prevention,"Members of the public, help prevent theft by choosing to lock your doors and windows."
