psa_id,domain,subcategory,psa_text
PSA_00116,Health,Public Health Campaigns,Early action helps prevent cancer. Attend free health screening events.
PSA_00117,Health,Mental Health Awareness,"To support community support, listen without judgment to people experiencing distress."
PSA_00118,Health,Disease Prevention and Control,Protect yourself and your family by choosing to cover your mouth and nose when coughing or sneezing.
PSA_00119,Health,Public Health Campaigns,Stay healthy by choosing to adopt healthy eating habits.
PSA_00120,Health,Maternal and Child Health,Challenge misinformation and follow verified health guidance. Support mothers in accessing maternal healthcare.
PSA_00121,Health,Maternal and Child Health,Do your part to reduce the risk of insufficient antenatal care. Support mothers in accessing maternal healthcare.
PSA_00122,Health,Disease Prevention and Control,Reduce preventable illness by choosing to use insecticide-treated mosquito nets every night.
PSA_00123,Health,Mental Health Awareness,Mental health clinics encourage everyone to seek professional mental health support when needed.
PSA_00124,Health,Healthcare Access,Stay safe from health insurance fraud. Register for available public health insurance programmes.
PSA_00125,Health,Disease Prevention and Control,Be alert to delayed disease reporting and report suspected disease outbreaks to health authorities.
PSA_00126,Health,Healthcare Access,Every household can support better health by choosing to use official emergency medical contacts.
PSA_00127,Health,Maternal and Child Health,"For better emergency child care, seek treatment promptly when a child has difficulty breathing."
PSA_00128,Health,Mental Health Awareness,Keep your community safe: listen without judgment to people experiencing distress.
PSA_00129,Health,Disease Prevention and Control,Use insecticide-treated mosquito nets every night to reduce the risk of dengue fever.
PSA_00130,Health,Maternal and Child Health,Choose safe health practices. Ensure children receive all routine immunizations.
PSA_00131,Health,Mental Health Awareness,"For better community support, listen without judgment to people experiencing distress."
PSA_00132,Health,Mental Health Awareness,Ask qualified professionals for help when needed. Listen without judgment to people experiencing distress.
PSA_00133,Health,Public Health Campaigns,Challenge misinformation and follow verified health guidance. Avoid spreading unverified medical claims.
PSA_00134,Health,Disease Prevention and Control,Your health matters. Remove stagnant water around homes.
PSA_00135,Health,Disease Prevention and Control,Take simple steps to protect your health: report suspected disease outbreaks to health authorities.
PSA_00136,Health,Mental Health Awareness,Every household can support better health by choosing to listen without judgment to people experiencing distress.
PSA_00137,Health,Mental Health Awareness,Do your part to reduce the risk of emotional distress. Listen without judgment to people experiencing distress.
PSA_00138,Health,Public Health Campaigns,Everyone has a role in preventing non-communicable diseases. Adopt healthy eating habits.
PSA_00139,Health,Maternal and Child Health,Respond quickly when health risks appear. Seek immediate care when pregnancy danger signs appear.
PSA_00140,Health,Public Health Campaigns,Support healthier communities by choosing to avoid spreading unverified medical claims.
PSA_00141,Health,Public Health Campaigns,Act early to prevent poor sanitation. Maintain a clean home and neighbourhood.
PSA_00142,Health,Disease Prevention and Control,Ministry of Health advises action against infectious disease outbreaks: ensure children receive routine immunization.
PSA_00143,Health,Maternal and Child Health,Protect your loved ones by choosing to follow safe infant feeding practices.
PSA_00144,Health,Mental Health Awareness,Healthy habits can reduce the risk of workplace stress. Speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_00145,Health,Public Health Campaigns,Take simple steps to protect your health: seek screening for common preventable diseases.
PSA_00146,Health,Healthcare Access,Taking action today can reduce the risk of unsafe online medical advice. Verify that healthcare providers are properly licensed.
PSA_00147,Health,Disease Prevention and Control,Remove stagnant water around homes. Early action can reduce the effects of malaria.
PSA_00148,Health,Mental Health Awareness,Seek official advice from licensed counselling centres when necessary.
PSA_00149,Health,Public Health Campaigns,Every community can reduce the risk of lack of health screening. Seek screening for common preventable diseases.
PSA_00150,Health,Disease Prevention and Control,Use trusted sources when learning about the spread of preventable infections. Ensure children receive routine immunization.
PSA_00151,Health,Public Health Campaigns,Keep your community safe: seek screening for common preventable diseases.
PSA_00152,Health,Disease Prevention and Control,Listen to qualified health professionals and drink treated or boiled water.
PSA_00153,Health,Healthcare Access,Act early to prevent delayed medical treatment. Seek referrals through recognized health facilities.
PSA_00154,Health,Disease Prevention and Control,Complete all prescribed medication and encourage others to do the same.
PSA_00155,Health,Public Health Campaigns,"Stay informed, stay safe, and check your blood pressure regularly."
PSA_00156,Health,Mental Health Awareness,Speak to a trusted adult or qualified counsellor when overwhelmed to protect students from workplace stress.
PSA_00157,Health,Disease Prevention and Control,Reduce preventable illness by choosing to complete all prescribed medication.
PSA_00158,Health,Healthcare Access,Keep all medical appointment dates.
PSA_00159,Health,Public Health Campaigns,"Support prevention, early care, and healthy living. Follow verified health information."
PSA_00160,Health,Disease Prevention and Control,Ministry of Health encourages pregnant women to use insecticide-treated mosquito nets every night.
PSA_00161,Health,Public Health Campaigns,Support prevention efforts in community centres. Participate in official vaccination campaigns.
PSA_00162,Health,Disease Prevention and Control,Support community health by choosing to remove stagnant water around homes.
PSA_00163,Health,Maternal and Child Health,"Together, we can help prevent poor infant growth. Follow safe infant feeding practices."
PSA_00164,Health,Mental Health Awareness,Seek professional mental health support when needed and follow verified advice from licensed counselling centres.
PSA_00165,Health,Disease Prevention and Control,Patients are encouraged to complete all prescribed medication.
PSA_00166,Health,Healthcare Access,"Healthy choices protect individuals, families, and communities. Verify that healthcare providers are properly licensed."
PSA_00167,Health,Healthcare Access,Simple daily actions can protect your health. Keep all medical appointment dates.
PSA_00168,Health,Mental Health Awareness,"For better professional counselling, seek professional mental health support when needed."
PSA_00169,Health,Public Health Campaigns,Reduce preventable illness by choosing to check your blood pressure regularly.
PSA_00170,Health,Disease Prevention and Control,Choose healthy behaviours every day. Drink treated or boiled water.
PSA_00171,Health,Healthcare Access,Early action helps prevent counterfeit medicines. Report suspected counterfeit medicines to the authorities.
PSA_00172,Health,Healthcare Access,County Department of Health advises action against unlicensed healthcare providers: verify that healthcare providers are properly licensed.
PSA_00173,Health,Disease Prevention and Control,"Stay informed, stay safe, and complete all prescribed medication."
PSA_00174,Health,Healthcare Access,Make health service access part of everyday life. Seek early medical care before symptoms become severe.
PSA_00175,Health,Public Health Campaigns,Help reduce the risk of preventable infections in health facilities: participate in official vaccination campaigns.
PSA_00176,Health,Disease Prevention and Control,County Department of Health reminds vulnerable households to drink treated or boiled water.
PSA_00177,Health,Public Health Campaigns,Maintain a clean home and neighbourhood. Local government authorities remind rural residents to act early.
PSA_00178,Health,Maternal and Child Health,Follow guidance from Ministry of Health: deliver at a recognized health facility.
PSA_00179,Health,Mental Health Awareness,Support healthy practices in public hospitals. Seek professional mental health support when needed.
PSA_00180,Health,Healthcare Access,Seek official advice from public hospitals when necessary.
PSA_00181,Health,Healthcare Access,Use official emergency medical contacts.
PSA_00182,Health,Maternal and Child Health,Support mothers in accessing maternal healthcare as part of good safe motherhood.
PSA_00183,Health,Healthcare Access,Respond quickly when health risks appear. Report suspected counterfeit medicines to the authorities.
PSA_00184,Health,Disease Prevention and Control,Complete all prescribed medication. Do not ignore the risk of the spread of preventable infections.
PSA_00185,Health,Mental Health Awareness,Students should speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_00186,Health,Disease Prevention and Control,Take simple steps to protect your health: cover your mouth and nose when coughing or sneezing.
PSA_00187,Health,Disease Prevention and Control,Cover your mouth and nose when coughing or sneezing and follow verified advice from County Department of Health.
PSA_00188,Health,Healthcare Access,Community health services advise older adults in public hospitals to use medicines only as prescribed by qualified professionals.
PSA_00189,Health,Maternal and Child Health,Prevent avoidable illness. Take prescribed supplements as directed.
PSA_00190,Health,Maternal and Child Health,Ask qualified professionals for help when needed. Seek advice about family planning from qualified providers.
PSA_00191,Health,Healthcare Access,"If you suspect counterfeit medicines, report suspected counterfeit medicines to the authorities."
PSA_00192,Health,Public Health Campaigns,Do not wait for health problems to worsen. Maintain a clean home and neighbourhood.
PSA_00193,Health,Disease Prevention and Control,Healthy communities begin with informed choices. Ensure children receive routine immunization.
PSA_00194,Health,Healthcare Access,Keep all medical appointment dates to help prevent untreated chronic illness.
PSA_00195,Health,Mental Health Awareness,Licensed counselling centres encourage workers to speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_00196,Health,Disease Prevention and Control,Residents of affected areas should seek medical attention when symptoms appear.
PSA_00197,Health,Public Health Campaigns,Maintain a clean home and neighbourhood. Community health services remind rural residents to act early.
PSA_00198,Health,Public Health Campaigns,Avoid unsafe practices that increase the risk of cancer. Attend free health screening events.
PSA_00199,Health,Healthcare Access,Use trusted health information and register for available public health insurance programmes.
PSA_00200,Health,Mental Health Awareness,Workers are encouraged to speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_00201,Health,Public Health Campaigns,Follow verified health information to protect members of the public from misinformation about health.
PSA_00202,Health,Public Health Campaigns,County Department of Health advises action against preventable infections: maintain a clean home and neighbourhood.
PSA_00203,Health,Maternal and Child Health,Make a responsible health choice today: deliver at a recognized health facility.
PSA_00204,Health,Healthcare Access,Access approved health services at health insurance offices.
PSA_00205,Health,Healthcare Access,Avoid unsafe practices that increase the risk of health insurance fraud. Register for available public health insurance programmes.
PSA_00206,Health,Maternal and Child Health,Healthy communities begin with informed choices. Keep the child's immunization records safe.
PSA_00207,Health,Mental Health Awareness,Access approved health services at universities.
PSA_00208,Health,Public Health Campaigns,Taking action today can reduce the risk of late disease diagnosis. Seek screening for common preventable diseases.
PSA_00209,Health,Healthcare Access,Register for available public health insurance programmes to protect families and communities.
PSA_00210,Health,Healthcare Access,Protect others by making the safe choice to use medicines only as prescribed by qualified professionals.
PSA_00211,Health,Maternal and Child Health,This message is for caregivers: ensure children receive all routine immunizations.
PSA_00212,Health,Disease Prevention and Control,County Department of Health advises action against the spread of preventable infections: cover your mouth and nose when coughing or sneezing.
PSA_00213,Health,Disease Prevention and Control,Early action helps prevent tuberculosis. Complete all prescribed medication.
PSA_00214,Health,Mental Health Awareness,Listen without judgment to people experiencing distress.
PSA_00215,Health,Disease Prevention and Control,Wash your hands regularly with soap and clean water. Do not ignore the risk of food-borne illness.
PSA_00216,Health,Public Health Campaigns,Early action protects health. Avoid spreading unverified medical claims.
PSA_00217,Health,Healthcare Access,Report health concerns early. Use official emergency medical contacts.
PSA_00218,Health,Maternal and Child Health,Local health authorities recommend that families support mothers in accessing maternal healthcare.
PSA_00219,Health,Mental Health Awareness,Speak to a trusted adult or qualified counsellor when overwhelmed to protect young people from school-related stress.
PSA_00220,Health,Public Health Campaigns,Support healthy practices in community centres. Attend free health screening events.
PSA_00221,Health,Public Health Campaigns,Reduce preventable illness by choosing to follow verified health information.
PSA_00222,Health,Mental Health Awareness,Report health concerns early. Listen without judgment to people experiencing distress.
PSA_00223,Health,Mental Health Awareness,"For better professional counselling, speak to a trusted adult or qualified counsellor when overwhelmed."
PSA_00224,Health,Public Health Campaigns,Taking action today can reduce the risk of non-communicable diseases. Check your blood pressure regularly.
PSA_00225,Health,Public Health Campaigns,County Department of Health recommends that people living with chronic conditions seek screening for common preventable diseases.
PSA_00226,Health,Mental Health Awareness,County Mental Health Services advise caregivers in community centres to listen without judgment to people experiencing distress.
PSA_00227,Health,Mental Health Awareness,"To support early intervention, speak to a trusted adult or qualified counsellor when overwhelmed."
PSA_00228,Health,Disease Prevention and Control,World Health Organization urges residents of affected areas to drink treated or boiled water.
PSA_00229,Health,Mental Health Awareness,"When signs of emotional distress appear, seek professional mental health support when needed."
PSA_00230,Health,Public Health Campaigns,Taking action today can reduce the risk of preventable infections. Participate in official vaccination campaigns.
PSA_00231,Health,Maternal and Child Health,Attend all scheduled antenatal clinic visits. Seek official guidance from maternal health clinics when necessary.
PSA_00232,Health,Disease Prevention and Control,Prevent avoidable illness. Seek medical attention when symptoms appear.
PSA_00233,Health,Maternal and Child Health,Support healthier communities by choosing to monitor children for signs of illness.
PSA_00234,Health,Maternal and Child Health,Provide children with a balanced diet. Do not ignore the risk of nutritional deficiencies.
PSA_00235,Health,Disease Prevention and Control,Seek screening services available at homes.
PSA_00236,Health,Public Health Campaigns,Adopt healthy eating habits to prevent avoidable harm.
PSA_00237,Health,Disease Prevention and Control,Challenge misinformation and follow verified health guidance. Remove stagnant water around homes.
PSA_00238,Health,Disease Prevention and Control,Protect others by making the safe choice to store food safely and cook it thoroughly.
PSA_00239,Health,Maternal and Child Health,Pregnant women should seek immediate care when pregnancy danger signs appear.
PSA_00240,Health,Mental Health Awareness,"For better supportive communication, listen without judgment to people experiencing distress."
PSA_00241,Health,Disease Prevention and Control,"When signs of malaria appear, remove stagnant water around homes."
PSA_00242,Health,Healthcare Access,"To support medical follow-up, seek early medical care before symptoms become severe."
PSA_00243,Health,Maternal and Child Health,Take newborns for scheduled health check-ups. Seek official guidance from community health centres when necessary.
PSA_00244,Health,Public Health Campaigns,Choose safe health practices. Attend free health screening events.
PSA_00245,Health,Healthcare Access,Use trusted health information and report suspected counterfeit medicines to the authorities.
PSA_00246,Health,Maternal and Child Health,"Together, we can help prevent maternal health complications. Seek advice about family planning from qualified providers."
PSA_00247,Health,Maternal and Child Health,Community health centres remind young adults to seek advice about family planning from qualified providers.
PSA_00248,Health,Mental Health Awareness,Seek professional mental health support when needed. Protect yourself and those around you.
PSA_00249,Health,Public Health Campaigns,Protect others by making the safe choice to check your blood pressure regularly.
PSA_00250,Health,Healthcare Access,Be alert to counterfeit medicines and use medicines only as prescribed by qualified professionals.
PSA_00251,Health,Maternal and Child Health,Reduce the risk of preventable maternal deaths: deliver at a recognized health facility.
PSA_00252,Health,Maternal and Child Health,Keep your community safe: take newborns for scheduled health check-ups.
PSA_00253,Health,Public Health Campaigns,Help prevent non-communicable diseases: adopt healthy eating habits.
PSA_00254,Health,Maternal and Child Health,Protect your health today. Follow safe infant feeding practices.
PSA_00255,Health,Mental Health Awareness,Make a responsible health choice today: seek professional mental health support when needed.
PSA_00256,Health,Public Health Campaigns,Good health starts with simple actions. Check your blood pressure regularly.
PSA_00257,Health,Healthcare Access,Support community health by choosing to keep all medical appointment dates.
PSA_00258,Health,Mental Health Awareness,Listen without judgment to people experiencing distress. Seek official guidance from County Mental Health Services when necessary.
PSA_00259,Health,Disease Prevention and Control,Prevent avoidable illness. Cover your mouth and nose when coughing or sneezing.
PSA_00260,Health,Healthcare Access,Taking action today can reduce the risk of delayed medical treatment. Seek referrals through recognized health facilities.
PSA_00261,Health,Mental Health Awareness,"To support supportive communication, listen without judgment to people experiencing distress."
PSA_00262,Health,Healthcare Access,Challenge misinformation and follow verified health guidance. Report suspected counterfeit medicines to the authorities.
PSA_00263,Health,Healthcare Access,This message is for members of the public: verify that healthcare providers are properly licensed.
PSA_00264,Health,Healthcare Access,Avoid unsafe practices that increase the risk of unsafe online medical advice. Verify that healthcare providers are properly licensed.
PSA_00265,Health,Disease Prevention and Control,Simple daily actions can protect your health. Ensure children receive routine immunization.
PSA_00266,Health,Maternal and Child Health,This message is for pregnant women: attend all scheduled antenatal clinic visits.
PSA_00267,Health,Maternal and Child Health,Protect yourself and your family by choosing to ensure children receive all routine immunizations.
PSA_00268,Health,Maternal and Child Health,Respond quickly when health risks appear. Provide children with a balanced diet.
PSA_00269,Health,Healthcare Access,Act early to prevent counterfeit medicines. Report suspected counterfeit medicines to the authorities.
PSA_00270,Health,Healthcare Access,Do not rely on rumours about unsafe online medical advice. Verify that healthcare providers are properly licensed.
PSA_00271,Health,Mental Health Awareness,Early action helps prevent emotional distress. Seek professional mental health support when needed.
PSA_00272,Health,Disease Prevention and Control,Ensure children receive routine immunization before the effects of infectious disease outbreaks become more serious.
PSA_00273,Health,Public Health Campaigns,County Department of Health warns that diabetes may affect members of the public. Attend free health screening events.
PSA_00274,Health,Maternal and Child Health,Reduce the risk of poor child growth: provide children with a balanced diet.
PSA_00275,Health,Disease Prevention and Control,"To promote sanitation, store food safely and cook it thoroughly."
PSA_00276,Health,Mental Health Awareness,Protect students from emotional distress. Speak to a trusted adult or qualified counsellor when overwhelmed.
PSA_00277,Health,Disease Prevention and Control,Drink treated or boiled water to support sanitation.
PSA_00278,Health,Mental Health Awareness,Working together helps prevent delayed access to counselling. Seek professional mental health support when needed.
PSA_00279,Health,Healthcare Access,Take simple steps to protect your health: use medicines only as prescribed by qualified professionals.
PSA_00280,Health,Mental Health Awareness,"To promote professional counselling, speak to a trusted adult or qualified counsellor when overwhelmed."
PSA_00281,Health,Maternal and Child Health,Your health matters. Seek treatment promptly when a child has difficulty breathing.
PSA_00282,Health,Public Health Campaigns,"To support health education, avoid spreading unverified medical claims."
PSA_00283,Health,Disease Prevention and Control,Reduce the risk of influenza: cover your mouth and nose when coughing or sneezing.
PSA_00284,Health,Disease Prevention and Control,Working together helps prevent infectious disease outbreaks. Report suspected disease outbreaks to health authorities.
PSA_00285,Health,Healthcare Access,Listen to qualified health professionals and seek early medical care before symptoms become severe.
PSA_00286,Health,Disease Prevention and Control,Early action protects health. Remove stagnant water around homes.
PSA_00287,Health,Public Health Campaigns,Community health services advise older adults to check your blood pressure regularly.
