psa_id,domain,subcategory,psa_text
PSA_00064,Governance,Disaster and Crisis Governance,County Emergency Committees encourages support for early warning. Keep emergency contacts available.
PSA_00065,Governance,Human Rights,"Children, strengthen legal protection by choosing to speak out against exploitation."
PSA_00066,Governance,Anti-Corruption,"In workplaces, report concerns linked to illegal payments and refuse to pay bribes."
PSA_00067,Governance,Anti-Corruption,Controller of Budget reminds the public that supporting responsible procurement benefits everyone.
PSA_00068,Governance,Human Rights,"For better governance in service centres, employers should seek legal assistance."
PSA_00069,Governance,Civic Participation,"In towns, residents should support inclusive participation."
PSA_00070,Governance,Rule of Law,Help protect communities from witness intimidation. Seek legal assistance.
PSA_00071,Governance,Civic Participation,Youth can support community representation by choosing to verify information before public meetings.
PSA_00072,Governance,Transparency and Accountability,Budget accountability depends on responsible choices. Attend public budget meetings.
PSA_00073,Governance,Elections and Voting,"For better governance in community halls, candidates should follow polling station instructions."
PSA_00074,Governance,Human Rights,"Community leaders, strengthen social inclusion by choosing to treat every person with dignity."
PSA_00075,Governance,Rule of Law,"Together, youth can reduce property destruction by choosing to obey the law."
PSA_00076,Governance,Anti-Corruption,"Contractors, use official channels to avoid unofficial intermediaries."
PSA_00077,Governance,Elections and Voting,Good governance in constituencies depends on responsible action. Report electoral offences.
PSA_00078,Governance,Human Rights,Good governance in health facilities depends on responsible action. Challenge harmful stereotypes.
PSA_00079,Governance,Human Rights,"Employees, strengthen equal opportunity by choosing to challenge harmful stereotypes."
PSA_00080,Governance,Public Service Delivery,"Members of the public, strengthen citizen services by choosing to follow official procedures."
PSA_00081,Governance,Anti-Corruption,"For better governance in public projects, citizens should avoid unofficial intermediaries."
PSA_00082,Governance,Transparency and Accountability,"To help prevent misuse of public funds, members of the public should review official audit findings."
PSA_00083,Governance,Elections and Voting,"In campaign venues, members of the public should keep campaign activities lawful."
PSA_00084,Governance,Civic Participation,Protect public trust in county offices. Participate in community planning.
PSA_00085,Governance,Human Rights,Children Services calls for responsible action in schools. Use official complaint channels.
PSA_00086,Governance,Disaster and Crisis Governance,Support early warning. Identify safe evacuation routes.
PSA_00087,Governance,Rule of Law,"According to Community Justice Centres, local leaders should protect evidence to help prevent unlawful detention."
PSA_00088,Governance,Civic Participation,"According to County Government, local leaders should support inclusive participation to help prevent low participation."
PSA_00089,Governance,Elections and Voting,Use verified information when responding to political incitement. Report electoral offences.
PSA_00090,Governance,Rule of Law,"In courts, community members should report threats to witnesses."
PSA_00091,Governance,Civic Participation,"In online consultation platforms, report concerns linked to low participation and ask questions about public projects."
PSA_00092,Governance,Elections and Voting,Public confidence grows when political party supporters choose to seek election information from official sources.
PSA_00093,Governance,Transparency and Accountability,Protect public trust in budget forums. Report procurement irregularities.
PSA_00094,Governance,Disaster and Crisis Governance,"According to National Government, members of the public should share verified information to help prevent landslides."
PSA_00095,Governance,Public Service Delivery,"Together, service users can reduce service misinformation by choosing to follow official procedures."
PSA_00096,Governance,Rule of Law,Reduce the risk of violence. Resolve disputes peacefully.
PSA_00097,Governance,Elections and Voting,Promote responsible leadership in polling stations. Reject vote buying.
PSA_00098,Governance,Anti-Corruption,Controller of Budget encourages support for responsible procurement. Refuse to pay bribes.
PSA_00099,Governance,Disaster and Crisis Governance,National Drought Management Authority calls for responsible action in transport routes. Follow official advisories.
PSA_00100,Governance,Public Service Delivery,Help protect Huduma Centres from corrupt service practices. Report poor service.
PSA_00101,Governance,Rule of Law,"For better governance in business premises, business owners should report crimes."
PSA_00102,Governance,Human Rights,"Employers, use official channels to support vulnerable groups."
PSA_00103,Governance,Elections and Voting,Support voter registration. Seek election information from official sources.
PSA_00104,Governance,Civic Participation,"In community halls, report concerns linked to exclusion and share constructive views."
PSA_00105,Governance,Disaster and Crisis Governance,"In affected areas, residents should prepare emergency supplies."
PSA_00106,Governance,Civic Participation,Responsible citizens support citizen engagement. Participate in community planning.
PSA_00107,Governance,Civic Participation,Use verified information when responding to misinformation. Stay informed.
PSA_00108,Governance,Rule of Law,Promote responsible leadership in communities. Resolve disputes peacefully.
PSA_00109,Governance,Rule of Law,"In local justice centres, community members should respect due process."
PSA_00110,Governance,Elections and Voting,"Community leaders, strengthen voter registration by choosing to participate peacefully in elections."
PSA_00111,Governance,Elections and Voting,Strong institutions depend on informed citizens. Verify your voter registration.
PSA_00112,Governance,Rule of Law,Protect public trust in communities. Avoid mob justice.
PSA_00113,Governance,Human Rights,Older persons can support equal opportunity by choosing to speak out against exploitation.
PSA_00114,Governance,Disaster and Crisis Governance,"According to National Government, drivers should avoid restricted disaster areas to help prevent floods."
PSA_00115,Governance,Rule of Law,Residents can support legal accountability by choosing to avoid mob justice.
PSA_00116,Governance,Elections and Voting,"For better governance in public forums, persons with disabilities should respect election results."
PSA_00117,Governance,Elections and Voting,Support accountable leadership. Respect voters with different political views.
PSA_00118,Governance,Disaster and Crisis Governance,Reduce the risk of public health emergencies. Follow instructions from emergency responders.
PSA_00119,Governance,Elections and Voting,"To help prevent vote buying, candidates should vote peacefully."
PSA_00120,Governance,Anti-Corruption,Controller of Budget encourages support for responsible procurement. Report suspicious transactions.
PSA_00121,Governance,Civic Participation,Protect community wellbeing by choosing to stay informed.
PSA_00122,Governance,Public Service Delivery,Reduce the risk of discrimination in service delivery. Request an official receipt.
PSA_00123,Governance,Rule of Law,Responsible citizens support legal accountability. Follow lawful instructions.
PSA_00124,Governance,Disaster and Crisis Governance,Strong institutions depend on informed citizens. Avoid restricted disaster areas.
PSA_00125,Governance,Transparency and Accountability,"According to Office of the Auditor-General, civil society groups should review official audit findings."
PSA_00126,Governance,Transparency and Accountability,Help protect procurement offices from poor accountability. Attend public budget meetings.
PSA_00127,Governance,Transparency and Accountability,"Together, project committees can reduce irregular procurement by choosing to report misuse of funds."
PSA_00128,Governance,Anti-Corruption,Office of the Director of Public Prosecutions reminds the public that supporting ethical leadership benefits everyone.
PSA_00129,Governance,Human Rights,Build safer and fairer communities. Speak out against exploitation.
PSA_00130,Governance,Disaster and Crisis Governance,"Residents, strengthen resilience by choosing to store clean drinking water."
PSA_00131,Governance,Public Service Delivery,Promote responsible leadership in local administrative offices. Use authorised payment methods.
PSA_00132,Governance,Rule of Law,Protect public trust in workplaces. Seek legal assistance.
PSA_00133,Governance,Human Rights,Support non-discrimination. Use official complaint channels.
PSA_00134,Governance,Public Service Delivery,"Persons with disabilities, strengthen citizen services by choosing to confirm service requirements before travelling."
PSA_00135,Governance,Disaster and Crisis Governance,Public confidence grows when business owners choose to share verified information.
PSA_00136,Governance,Anti-Corruption,Promote responsible leadership in service centres. Declare conflicts of interest.
PSA_00137,Governance,Rule of Law,"Community members, strengthen justice by choosing to respect court decisions."
PSA_00138,Governance,Human Rights,Civil Society Organizations calls for responsible action in homes. Support equal access to services.
PSA_00139,Governance,Human Rights,"For better governance in service centres, citizens should support equal access to services."
PSA_00140,Governance,Civic Participation,Build safer and fairer communities. Respect different opinions.
PSA_00141,Governance,Public Service Delivery,"In registration offices, business owners should report unofficial charges."
PSA_00142,Governance,Rule of Law,Prevent violence in roads. Cooperate with authorities.
PSA_00143,Governance,Rule of Law,"In police stations, report concerns linked to illegal activities and protect evidence."
PSA_00144,Governance,Public Service Delivery,Use verified information when responding to identity theft. Use authorised payment methods.
PSA_00145,Governance,Human Rights,Public confidence grows when persons with disabilities choose to use official complaint channels.
PSA_00146,Governance,Rule of Law,Community Justice Centres encourages support for public order. Follow lawful instructions.
PSA_00147,Governance,Elections and Voting,Build safer and fairer communities. Respect election results.
PSA_00148,Governance,Disaster and Crisis Governance,Reduce the risk of disease outbreaks. Evacuate when instructed.
PSA_00149,Governance,Disaster and Crisis Governance,"In counties, report concerns linked to food shortages and prepare emergency supplies."
PSA_00150,Governance,Transparency and Accountability,National Treasury calls for responsible action in budget forums. Review official audit findings.
PSA_00151,Governance,Disaster and Crisis Governance,"In schools, report concerns linked to floods and share verified information."
PSA_00152,Governance,Disaster and Crisis Governance,Disaster response depends on responsible choices. Evacuate when instructed.
PSA_00153,Governance,Rule of Law,"According to Kenya Law Reform Commission, residents should protect evidence."
PSA_00154,Governance,Transparency and Accountability,"Community members, use official channels to review official audit findings."
PSA_00155,Governance,Anti-Corruption,Help protect public institutions from embezzlement. Use official payment channels.
PSA_00156,Governance,Elections and Voting,Good governance in polling stations depends on responsible action. Participate peacefully in elections.
PSA_00157,Governance,Elections and Voting,"In registration centres, report concerns linked to electoral violence and respect voters with different political views."
PSA_00158,Governance,Transparency and Accountability,"Together, members of the public can reduce unmonitored public projects by choosing to report misuse of funds."
PSA_00159,Governance,Rule of Law,Public confidence grows when citizens choose to obey the law.
PSA_00160,Governance,Public Service Delivery,"In registration offices, youth should report poor service."
PSA_00161,Governance,Anti-Corruption,Kenya Revenue Authority reminds the public that supporting financial oversight benefits everyone.
PSA_00162,Governance,Rule of Law,Protect community wellbeing by choosing to report threats to witnesses.
PSA_00163,Governance,Civic Participation,Participatory governance depends on responsible choices. Respect different opinions.
PSA_00164,Governance,Human Rights,Help protect homes from workplace harassment. Protect children from abuse.
PSA_00165,Governance,Disaster and Crisis Governance,"Together, households can reduce drought by choosing to evacuate when instructed."
PSA_00166,Governance,Transparency and Accountability,Business owners can support accountability by choosing to request public information.
PSA_00167,Governance,Transparency and Accountability,"To help prevent conflicts of interest, public officers should follow reporting procedures."
PSA_00168,Governance,Civic Participation,"To help prevent misinformation, students should respect different opinions."
PSA_00169,Governance,Rule of Law,Community Justice Centres urges business owners to avoid mob justice.
PSA_00170,Governance,Anti-Corruption,Protect community wellbeing by choosing to declare conflicts of interest.
PSA_00171,Governance,Anti-Corruption,"Together, county employees can reduce embezzlement by choosing to report corruption."
PSA_00172,Governance,Civic Participation,Reduce the risk of political intolerance. Support inclusive participation.
PSA_00173,Governance,Transparency and Accountability,"For better governance in counties, members of the public should report misuse of funds."
PSA_00174,Governance,Elections and Voting,Political party supporters can support informed voting by choosing to follow polling station instructions.
PSA_00175,Governance,Rule of Law,Reduce the risk of witness intimidation. Report crimes.
PSA_00176,Governance,Disaster and Crisis Governance,National Police Service urges members of the public to follow official advisories.
PSA_00177,Governance,Civic Participation,"To help prevent conflict, women should stay informed."
PSA_00178,Governance,Elections and Voting,Prevent election misinformation in campaign venues. Report electoral offences.
PSA_00179,Governance,Transparency and Accountability,"In budget forums, report concerns linked to lack of transparency and support independent oversight."
PSA_00180,Governance,Public Service Delivery,Reduce the risk of corrupt service practices. Track your application using authorised platforms.
PSA_00181,Governance,Public Service Delivery,"In local administrative offices, members of the public should request an official receipt."
PSA_00182,Governance,Human Rights,Equality depends on responsible choices. Protect children from abuse.
PSA_00183,Governance,Rule of Law,Prevent mob justice in communities. Seek legal assistance.
PSA_00184,Governance,Civic Participation,Help protect villages from exclusion. Verify information before public meetings.
PSA_00185,Governance,Rule of Law,"For better governance in communities, drivers should report threats to witnesses."
PSA_00186,Governance,Disaster and Crisis Governance,Help protect schools from transport emergencies. Store clean drinking water.
PSA_00187,Governance,Disaster and Crisis Governance,Protect public trust in affected areas. Keep emergency contacts available.
PSA_00188,Governance,Public Service Delivery,Government Service Centres calls for responsible action in Huduma Centres. Report unofficial charges.
PSA_00189,Governance,Rule of Law,"Residents, use official channels to report threats to witnesses."
PSA_00190,Governance,Elections and Voting,Prevent vote buying in community halls. Keep campaign activities lawful.
PSA_00191,Governance,Anti-Corruption,"According to Ethics and Anti-Corruption Commission, service users should report corruption."
PSA_00192,Governance,Civic Participation,Protect public trust in public forums. Ask questions about public projects.
PSA_00193,Governance,Rule of Law,"In courts, employees should seek legal assistance."
PSA_00194,Governance,Transparency and Accountability,"Together, business owners can reduce delayed financial reports by choosing to keep public records accurate."
PSA_00195,Governance,Anti-Corruption,Build safer and fairer communities. Avoid unofficial intermediaries.
PSA_00196,Governance,Human Rights,Build safer and fairer communities. Treat every person with dignity.
PSA_00197,Governance,Transparency and Accountability,Protect public trust in county assemblies. Report misuse of funds.
PSA_00198,Governance,Rule of Law,Help protect public spaces from unlawful detention. Seek legal assistance.
PSA_00199,Governance,Anti-Corruption,Support accountable leadership. Report corruption.
PSA_00200,Governance,Anti-Corruption,"Together, county employees can reduce embezzlement by choosing to keep transaction records."
PSA_00201,Governance,Disaster and Crisis Governance,"For better governance in transport routes, drivers should identify safe evacuation routes."
PSA_00202,Governance,Disaster and Crisis Governance,Protect public trust in transport routes. Prepare emergency supplies.
PSA_00203,Governance,Disaster and Crisis Governance,Ministry of Health calls for responsible action in markets. Assist vulnerable neighbours.
PSA_00204,Governance,Civic Participation,Responsible citizens support public consultation. Engage peacefully.
PSA_00205,Governance,Public Service Delivery,"In county offices, report concerns linked to fraudulent services and verify service information."
PSA_00206,Governance,Anti-Corruption,Citizens can support integrity by choosing to follow procurement rules.
PSA_00207,Governance,Elections and Voting,Protect public trust in campaign venues. Respect election results.
PSA_00208,Governance,Civic Participation,"According to County Assembly, persons with disabilities should share constructive views."
PSA_00209,Governance,Rule of Law,Support accountable leadership. Use recognised dispute-resolution channels.
PSA_00210,Governance,Public Service Delivery,"For better governance in public hospitals, business owners should follow official procedures."
PSA_00211,Governance,Rule of Law,Build safer and fairer communities. Report crimes.
PSA_00212,Governance,Disaster and Crisis Governance,Promote responsible leadership in evacuation centres. Keep emergency contacts available.
PSA_00213,Governance,Anti-Corruption,"County employees, use official channels to refuse to pay bribes."
PSA_00214,Governance,Human Rights,Human rights depends on responsible choices. Use official complaint channels.
PSA_00215,Governance,Disaster and Crisis Governance,Use verified information when responding to fires. Identify safe evacuation routes.
PSA_00216,Governance,Public Service Delivery,"According to National Government Administration, residents should seek assistance from designated service officers."
PSA_00217,Governance,Transparency and Accountability,Build safer and fairer communities. Keep public records accurate.
PSA_00218,Governance,Anti-Corruption,Directorate of Criminal Investigations: citizens should verify procurement information to support public resources.
PSA_00219,Governance,Elections and Voting,Good governance in campaign venues depends on responsible action. Respect election results.
PSA_00220,Governance,Elections and Voting,"To help prevent voter intimidation, political party supporters should respect election results."
PSA_00221,Governance,Transparency and Accountability,Support public reporting. Support independent oversight.
PSA_00222,Governance,Disaster and Crisis Governance,"In communities, local leaders should avoid restricted disaster areas."
PSA_00223,Governance,Human Rights,"In health facilities, children should use official complaint channels."
PSA_00224,Governance,Transparency and Accountability,Promote responsible leadership in budget forums. Ask for project updates.
PSA_00225,Governance,Disaster and Crisis Governance,Build safer and fairer communities. Follow official advisories.
PSA_00226,Governance,Elections and Voting,Help protect constituencies from low voter turnout. Respect election results.
PSA_00227,Governance,Disaster and Crisis Governance,Risk reduction depends on responsible choices. Evacuate when instructed.
PSA_00228,Governance,Elections and Voting,"In community halls, report concerns linked to political incitement and keep campaign activities lawful."
PSA_00229,Governance,Public Service Delivery,Build safer and fairer communities. Protect your personal information.
PSA_00230,Governance,Rule of Law,Strong institutions depend on informed citizens. Obey the law.
PSA_00231,Governance,Public Service Delivery,Promote responsible leadership in service centres. Seek assistance from designated service officers.
PSA_00232,Governance,Disaster and Crisis Governance,Support accountable leadership. Follow instructions from emergency responders.
PSA_00233,Governance,Rule of Law,Office of the Director of Public Prosecutions: drivers should seek legal assistance to support justice.
PSA_00234,Governance,Anti-Corruption,Use verified information when responding to procurement manipulation. Refuse to pay bribes.
PSA_00235,Governance,Anti-Corruption,Prevent conflict of interest in revenue collection points. Report corruption.
PSA_00236,Governance,Human Rights,"In health facilities, report concerns linked to child abuse and respect the rights of others."
PSA_00237,Governance,Disaster and Crisis Governance,Local leaders can support preparedness by choosing to report emergencies.
PSA_00238,Governance,Elections and Voting,"According to Office of the Registrar of Political Parties, persons with disabilities should report electoral offences to help prevent hate speech."
PSA_00239,Governance,Civic Participation,Build safer and fairer communities. Engage peacefully.
PSA_00240,Governance,Rule of Law,"Community members, use official channels to report threats to witnesses."
PSA_00241,Governance,Anti-Corruption,Directorate of Criminal Investigations calls for responsible action in procurement offices. Verify procurement information.
PSA_00242,Governance,Elections and Voting,"For better governance in counties, voters should keep campaign activities lawful."
PSA_00243,Governance,Human Rights,Civil Society Organizations encourages support for justice. Challenge harmful stereotypes.
PSA_00244,Governance,Civic Participation,"In community halls, report concerns linked to misinformation and support inclusive participation."
PSA_00245,Governance,Human Rights,Protect community wellbeing by choosing to promote equality.
PSA_00246,Governance,Transparency and Accountability,"Residents, strengthen public reporting by choosing to monitor public projects."
PSA_00247,Governance,Disaster and Crisis Governance,"According to Kenya Red Cross, members of the public should keep emergency contacts available."
PSA_00248,Governance,Rule of Law,Strong institutions depend on informed citizens. Avoid mob justice.
PSA_00249,Governance,Transparency and Accountability,Support accountable leadership. Ask for project updates.
PSA_00250,Governance,Rule of Law,National Legal Aid Service: citizens should report crimes to support public order.
PSA_00251,Governance,Transparency and Accountability,Responsible citizens support good governance. Follow reporting procedures.
PSA_00252,Governance,Elections and Voting,Protect public trust in community halls. Report electoral offences.
PSA_00253,Governance,Elections and Voting,Responsible citizens support credible elections. Participate peacefully in elections.
PSA_00254,Governance,Rule of Law,Help protect workplaces from unlawful detention. Respect due process.
PSA_00255,Governance,Public Service Delivery,Kenya Revenue Authority: older persons should request an official receipt to support citizen services.
PSA_00256,Governance,Human Rights,Use verified information when responding to discrimination. Report rights violations.
PSA_00257,Governance,Disaster and Crisis Governance,Strong institutions depend on informed citizens. Report emergencies.
PSA_00258,Governance,Transparency and Accountability,Promote responsible leadership in county assemblies. Review official audit findings.
PSA_00259,Governance,Rule of Law,"Citizens, use official channels to seek legal assistance."
PSA_00260,Governance,Rule of Law,"Members of the public, use official channels to protect evidence."
PSA_00261,Governance,Disaster and Crisis Governance,County Government calls for responsible action in markets. Follow instructions from emergency responders.
PSA_00262,Governance,Civic Participation,"In villages, report concerns linked to misinformation and verify information before public meetings."
PSA_00263,Governance,Transparency and Accountability,Protect community wellbeing by choosing to attend public budget meetings.
PSA_00264,Governance,Elections and Voting,Prevent low voter turnout in community halls. Seek election information from official sources.
PSA_00265,Governance,Human Rights,Public confidence grows when children choose to challenge harmful stereotypes.
PSA_00266,Governance,Rule of Law,"Youth, strengthen due process by choosing to respect court decisions."
PSA_00267,Governance,Rule of Law,Protect public trust in police stations. Use recognised dispute-resolution channels.
PSA_00268,Governance,Rule of Law,Courts calls for responsible action in business premises. Report threats to witnesses.
PSA_00269,Governance,Transparency and Accountability,Strong institutions depend on informed citizens. Request public information.
PSA_00270,Governance,Disaster and Crisis Governance,Help protect affected areas from landslides. Prepare emergency supplies.
PSA_00271,Governance,Public Service Delivery,Build safer and fairer communities. Follow official procedures.
PSA_00272,Governance,Civic Participation,Public confidence grows when community members choose to submit feedback through official channels.
PSA_00273,Governance,Anti-Corruption,Build safer and fairer communities. Keep transaction records.
PSA_00274,Governance,Civic Participation,Responsible citizens support community dialogue. Engage peacefully.
PSA_00275,Governance,Elections and Voting,Support informed voting. Report electoral offences.
PSA_00276,Governance,Rule of Law,Reduce the risk of disregard for court orders. Resolve disputes peacefully.
PSA_00277,Governance,Disaster and Crisis Governance,National Police Service: farmers should keep emergency contacts available to support resilience.
PSA_00278,Governance,Public Service Delivery,National Government Administration urges service users to seek assistance from designated service officers.
PSA_00279,Governance,Transparency and Accountability,Public Procurement Regulatory Authority calls for responsible action in counties. Keep public records accurate.
PSA_00280,Governance,Human Rights,Help protect communities from denial of services. Respect the rights of others.
PSA_00281,Governance,Disaster and Crisis Governance,"In markets, report concerns linked to fires and follow official advisories."
PSA_00282,Governance,Rule of Law,Build safer and fairer communities. Report threats to witnesses.
PSA_00283,Governance,Transparency and Accountability,Support good governance. Keep public records accurate.
PSA_00284,Governance,Human Rights,National Police Service reminds the public that supporting equal opportunity benefits everyone.
PSA_00285,Governance,Civic Participation,Youth can support public consultation by choosing to support inclusive participation.
PSA_00286,Governance,Disaster and Crisis Governance,Prevent public health emergencies in communities. Prepare emergency supplies.
PSA_00287,Governance,Transparency and Accountability,Support open government. Report misuse of funds.
PSA_00288,Governance,Transparency and Accountability,Support accountable leadership. Report misuse of funds.
PSA_00289,Governance,Disaster and Crisis Governance,"Business owners, use official channels to report emergencies."
PSA_00290,Governance,Elections and Voting,Good governance in polling stations depends on responsible action. Keep campaign activities lawful.
PSA_00291,Governance,Elections and Voting,Promote responsible leadership in campaign venues. Vote peacefully.
PSA_00292,Governance,Public Service Delivery,Members of the public can support efficiency by choosing to report poor service.
PSA_00293,Governance,Anti-Corruption,Financial oversight depends on responsible choices. Declare conflicts of interest.
PSA_00294,Governance,Public Service Delivery,Responsible citizens support citizen services. Use authorised payment methods.
PSA_00295,Governance,Human Rights,Reduce the risk of human rights violations. Treat every person with dignity.
PSA_00296,Governance,Disaster and Crisis Governance,"In public shelters, report concerns linked to building collapse and avoid restricted disaster areas."
PSA_00297,Governance,Transparency and Accountability,Parliament reminds the public that supporting budget accountability benefits everyone.
PSA_00298,Governance,Elections and Voting,County Government reminds the public that supporting informed voting benefits everyone.
PSA_00299,Governance,Elections and Voting,"For better governance in wards, voters should avoid spreading unverified election claims."
PSA_00300,Governance,Elections and Voting,"Persons with disabilities, strengthen credible elections by choosing to reject vote buying."
PSA_00301,Governance,Rule of Law,"According to Office of the Director of Public Prosecutions, local leaders should respect court decisions."
PSA_00302,Governance,Anti-Corruption,Use verified information when responding to bribery. Protect public resources.
PSA_00303,Governance,Transparency and Accountability,"For better governance in budget forums, residents should monitor public projects."
PSA_00304,Governance,Disaster and Crisis Governance,Responsible citizens support disaster response. Share verified information.
PSA_00305,Governance,Human Rights,Good governance in police stations depends on responsible action. Use official complaint channels.
PSA_00306,Governance,Civic Participation,"According to Community-Based Organizations, community members should support inclusive participation."
PSA_00307,Governance,Rule of Law,Use verified information when responding to lawlessness. Report threats to witnesses.
PSA_00308,Governance,Civic Participation,Strong institutions depend on informed citizens. Review public proposals.
PSA_00309,Governance,Civic Participation,Strong institutions depend on informed citizens. Respect different opinions.
PSA_00310,Governance,Civic Participation,Reduce the risk of poor representation. Engage peacefully.
PSA_00311,Governance,Rule of Law,"For better governance in communities, local leaders should protect evidence."
PSA_00312,Governance,Transparency and Accountability,"Together, contractors can reduce delayed financial reports by choosing to verify budget information."
PSA_00313,Governance,Anti-Corruption,Help protect revenue collection points from nepotism. Report suspicious transactions.
PSA_00314,Governance,Civic Participation,Responsible citizens support participatory governance. Submit feedback through official channels.
