psa_id,domain,subcategory,psa_text
PSA_00093,Agriculture,Crop Production,Prepare land before the onset of rains to reduce the risk of late planting.
PSA_00094,Agriculture,Soil and Water Conservation,Prioritize soil conservation. Repair damaged terraces before the rainy season.
PSA_00095,Agriculture,Agricultural Extension and Best Practices,Agricultural Extension Service advises immediate action against unsafe farming practices: verify product labels before buying farm inputs.
PSA_00096,Agriculture,Pest and Disease Management,Seek professional guidance when working in greenhouses.
PSA_00097,Agriculture,Food Safety and Post-Harvest Management,Help protect farmer cooperatives by choosing to clean storage facilities before loading new produce.
PSA_00098,Agriculture,Crop Production,Reduce preventable losses by choosing to use irrigation water efficiently.
PSA_00099,Agriculture,Livestock Health,Isolate sick animals from healthy livestock.
PSA_00100,Agriculture,Farm Safety,Make a responsible farming choice today: inspect tools and machinery before use.
PSA_00101,Agriculture,Soil and Water Conservation,Support productive farming by choosing to direct runoff away from fields and buildings.
PSA_00102,Agriculture,Livestock Health,"Keep vaccination and treatment records to protect farms, livelihoods, and communities."
PSA_00103,Agriculture,Crop Production,Kenya Plant Health Inspectorate Service encourages new farmers to follow recommended plant spacing.
PSA_00104,Agriculture,Agricultural Extension and Best Practices,Compare input prices before purchasing. Do not ignore the risk of unplanned borrowing.
PSA_00105,Agriculture,Crop Production,"To support soil fertility management, follow recommended plant spacing."
PSA_00106,Agriculture,Crop Production,Farmers are advised to use irrigation water efficiently.
PSA_00107,Agriculture,Pest and Disease Management,Respond quickly when agricultural risks appear. Use integrated pest-management practices.
PSA_00108,Agriculture,Farm Safety,Take simple steps to protect your farm: lift heavy loads using safe techniques.
PSA_00109,Agriculture,Agricultural Extension and Best Practices,Ask for professional advice before adopting unfamiliar technologies. Seek official guidance from Kenya Agricultural and Livestock Research Organization when necessary.
PSA_00110,Agriculture,Climate-Smart Agriculture,Take simple steps to protect your farm: store fodder before the dry season.
PSA_00111,Agriculture,Crop Production,Good farming practices can reduce the risk of low crop yields. Follow recommended plant spacing.
PSA_00112,Agriculture,Soil and Water Conservation,Maintain vegetation cover on bare soil as advised by Soil and Water Conservation Unit.
PSA_00113,Agriculture,Food Safety and Post-Harvest Management,"For better safe food storage, protect stored produce from rain and moisture."
PSA_00114,Agriculture,Livestock Health,Listen to qualified agricultural professionals and keep vaccination and treatment records.
PSA_00115,Agriculture,Soil and Water Conservation,Keep your farm safe: repair damaged terraces before the rainy season.
PSA_00116,Agriculture,Food Safety and Post-Harvest Management,Be alert to grain spoilage and sell or process perishable produce before it spoils.
PSA_00117,Agriculture,Soil and Water Conservation,Choose responsible farming practices every day. Use water-efficient irrigation methods.
PSA_00118,Agriculture,Agricultural Extension and Best Practices,"When there is a risk of unplanned borrowing, prepare a farm budget before each production season."
PSA_00119,Agriculture,Food Safety and Post-Harvest Management,Choose safe agricultural practices. Keep food-storage areas free from rodents.
PSA_00120,Agriculture,Farm Safety,Farm Machinery Safety Unit advises pesticide applicators to provide clean drinking water and rest breaks for workers.
PSA_00121,Agriculture,Agricultural Extension and Best Practices,"Seek advice from qualified agricultural extension officers to protect farms, livelihoods, and communities."
PSA_00122,Agriculture,Agricultural Extension and Best Practices,"Stay informed, farm safely, and follow recommendations from qualified agricultural professionals."
PSA_00123,Agriculture,Farm Safety,"To improve worker protection, keep emergency contact information visible."
PSA_00124,Agriculture,Soil and Water Conservation,Help prevent land degradation: use mulch to conserve soil moisture.
PSA_00125,Agriculture,Soil and Water Conservation,Working together can help prevent soil erosion. Avoid cultivating too close to riverbanks.
PSA_00126,Agriculture,Farm Safety,Reduce the risk of heat exhaustion: keep first-aid supplies available on the farm.
PSA_00127,Agriculture,Livestock Health,"To support animal health monitoring, disinfect shared livestock equipment regularly."
PSA_00128,Agriculture,Agricultural Extension and Best Practices,"Stay informed, farm safely, and compare input prices before purchasing."
PSA_00129,Agriculture,Pest and Disease Management,"Support prevention, productivity, and sustainable farming. Avoid spraying pesticides near water sources."
PSA_00130,Agriculture,Soil and Water Conservation,"To improve water conservation, plant grass strips to reduce soil erosion."
PSA_00131,Agriculture,Farm Safety,Reduce preventable losses by choosing to report damaged electrical cables immediately.
PSA_00132,Agriculture,Farm Safety,"To support occupational health, report damaged electrical cables immediately."
PSA_00133,Agriculture,Climate-Smart Agriculture,Taking action today can reduce the risk of livestock feed shortages. Repair farm drainage systems.
PSA_00134,Agriculture,Crop Production,Plant certified seeds. Seek official guidance from Kenya Agricultural and Livestock Research Organization when necessary.
PSA_00135,Agriculture,Soil and Water Conservation,Ask qualified agricultural professionals for help when needed. Harvest and store rainwater safely.
PSA_00136,Agriculture,Soil and Water Conservation,National Environment Management Authority urges community groups to protect springs and community water points.
PSA_00137,Agriculture,Agricultural Extension and Best Practices,Review farm performance after every season. Seek official guidance from Agricultural Extension Service when necessary.
PSA_00138,Agriculture,Farm Safety,"Stay informed, farm safely, and keep first-aid supplies available on the farm."
PSA_00139,Agriculture,Soil and Water Conservation,Choose safe agricultural practices. Protect springs and community water points.
PSA_00140,Agriculture,Crop Production,Support food security by choosing to follow recommended plant spacing.
PSA_00141,Agriculture,Soil and Water Conservation,Use trusted agricultural information and harvest and store rainwater safely.
PSA_00142,Agriculture,Livestock Health,Working together can help prevent animal deaths. Provide balanced feed suitable for each type of livestock.
PSA_00143,Agriculture,Farm Safety,Pesticide applicators are advised to use gloves when handling sharp farm tools.
PSA_00144,Agriculture,Crop Production,Kenya Agricultural and Livestock Research Organization advises crop farmers to select crop varieties suited to local conditions.
PSA_00145,Agriculture,Climate-Smart Agriculture,Agricultural Extension Service encourages farmer groups to follow seasonal weather forecasts before planting.
PSA_00146,Agriculture,Agricultural Extension and Best Practices,"If you notice signs of misuse of farm inputs, check market information before selling produce."
PSA_00147,Agriculture,Food Safety and Post-Harvest Management,"To support post-harvest management, store produce in clean, dry, and well-ventilated facilities."
PSA_00148,Agriculture,Climate-Smart Agriculture,Reduce the risk of flooding: harvest rainwater during the rainy season.
PSA_00149,Agriculture,Livestock Health,Vaccinate livestock according to veterinary guidance to protect dairy farmers from parasite infestation.
PSA_00150,Agriculture,Pest and Disease Management,Choose safe agricultural practices. Wear protective equipment when handling pesticides.
PSA_00151,Agriculture,Agricultural Extension and Best Practices,Reduce preventable losses by choosing to join recognized farmer groups for training and market information.
PSA_00152,Agriculture,Soil and Water Conservation,"Responsible choices protect farmers, families, and communities. Construct terraces on sloping farmland."
PSA_00153,Agriculture,Livestock Health,Report unusual animal illness to veterinary officers. Early action can reduce the effects of foot-and-mouth disease.
PSA_00154,Agriculture,Pest and Disease Management,Follow guidance from County Agriculture Department: store pesticides away from food and animal feed.
PSA_00155,Agriculture,Farm Safety,Choose responsible farming practices every day. Keep emergency contact information visible.
PSA_00156,Agriculture,Food Safety and Post-Harvest Management,County Agriculture Department advises millers to sell or process perishable produce before it spoils.
PSA_00157,Agriculture,Climate-Smart Agriculture,"Responsible choices protect farmers, families, and communities. Prepare emergency feed reserves for livestock."
PSA_00158,Agriculture,Agricultural Extension and Best Practices,Agricultural Extension Service advises new farmers to ask for professional advice before adopting unfamiliar technologies.
PSA_00159,Agriculture,Climate-Smart Agriculture,Take simple steps to protect your farm: repair farm drainage systems.
PSA_00160,Agriculture,Climate-Smart Agriculture,Climate-Smart Agriculture Programme reminds smallholder farmers to harvest rainwater during the rainy season.
PSA_00161,Agriculture,Food Safety and Post-Harvest Management,Kenya Bureau of Standards urges market vendors to keep food-storage areas free from rodents.
PSA_00162,Agriculture,Soil and Water Conservation,Build contour bunds where appropriate as advised by Soil and Water Conservation Unit.
PSA_00163,Agriculture,Pest and Disease Management,County Agriculture Department warns that pesticide poisoning may affect farm workers. Avoid spraying pesticides near water sources.
PSA_00164,Agriculture,Farm Safety,Small actions can reduce the risk of farm machinery injuries. Clean chemical spills using approved procedures.
PSA_00165,Agriculture,Farm Safety,Avoid unsafe practices that increase the risk of falls and cuts. Store fuels and chemicals in labelled secure areas.
PSA_00166,Agriculture,Livestock Health,Dairy farmers should isolate sick animals from healthy livestock.
PSA_00167,Agriculture,Agricultural Extension and Best Practices,Do not wait for unsafe farming practices to cause serious losses. Follow recommendations from qualified agricultural professionals.
PSA_00168,Agriculture,Livestock Health,Report unusual animal illness to veterinary officers to help prevent poor animal nutrition.
PSA_00169,Agriculture,Food Safety and Post-Harvest Management,County Agriculture Department encourages farmers to dry grain to the recommended moisture level before storage.
PSA_00170,Agriculture,Soil and Water Conservation,Reduce the risk of soil erosion: protect riverbanks and water catchment areas.
PSA_00171,Agriculture,Pest and Disease Management,Support responsible farming by choosing to wash spraying equipment after use.
PSA_00172,Agriculture,Crop Production,Agriculture and Food Authority advises farmers working in dryland farms to select crop varieties suited to local conditions.
PSA_00173,Agriculture,Farm Safety,Help prevent heat exhaustion: switch off machinery before maintenance.
PSA_00174,Agriculture,Agricultural Extension and Best Practices,Support prevention efforts in training centres. Verify product labels before buying farm inputs.
PSA_00175,Agriculture,Farm Safety,"If you notice signs of child access to farm chemicals, use gloves when handling sharp farm tools."
PSA_00176,Agriculture,Pest and Disease Management,Respond quickly when agricultural risks appear. Wash spraying equipment after use.
PSA_00177,Agriculture,Pest and Disease Management,Seek professional guidance when working in vegetable farms.
PSA_00178,Agriculture,Pest and Disease Management,"Responsible choices protect farmers, families, and communities. Observe the recommended pre-harvest interval."
PSA_00179,Agriculture,Climate-Smart Agriculture,Taking action today can reduce the risk of drought. Diversify crops to reduce climate risk.
PSA_00180,Agriculture,Soil and Water Conservation,Take responsibility for farm safety. Avoid cultivating too close to riverbanks.
PSA_00181,Agriculture,Agricultural Extension and Best Practices,Protect your livelihood by choosing to use farm records to plan the next season.
PSA_00182,Agriculture,Farm Safety,Seek professional guidance when working in chemical stores.
PSA_00183,Agriculture,Agricultural Extension and Best Practices,Seek advice from qualified agricultural extension officers. Do not ignore the risk of unsafe farming practices.
PSA_00184,Agriculture,Pest and Disease Management,Farming communities can reduce the risk of contaminated spray equipment. Remove and destroy heavily infected plant material safely.
PSA_00185,Agriculture,Climate-Smart Agriculture,Protect livestock from extreme heat. Early action can reduce the effects of climate-related losses.
PSA_00186,Agriculture,Climate-Smart Agriculture,Harvest rainwater during the rainy season. Do not ignore the risk of livestock feed shortages.
PSA_00187,Agriculture,Pest and Disease Management,Help protect farm workers by choosing to use integrated pest-management practices.
PSA_00188,Agriculture,Farm Safety,Listen to qualified agricultural professionals and lift heavy loads using safe techniques.
PSA_00189,Agriculture,Climate-Smart Agriculture,"Early action protects crops, livestock, and livelihoods. Harvest rainwater during the rainy season."
PSA_00190,Agriculture,Food Safety and Post-Harvest Management,Follow guidance from Kenya Bureau of Standards: inspect stored grain regularly for pests and mould.
PSA_00191,Agriculture,Crop Production,Take action against water stress: follow recommended plant spacing.
PSA_00192,Agriculture,Pest and Disease Management,Protect your livelihood by choosing to store pesticides away from food and animal feed.
PSA_00193,Agriculture,Soil and Water Conservation,Act early to prevent water scarcity. Plant trees in suitable areas.
PSA_00194,Agriculture,Climate-Smart Agriculture,Protect your farm from livestock feed shortages: diversify crops to reduce climate risk.
PSA_00195,Agriculture,Food Safety and Post-Harvest Management,Working together can help prevent food contamination. Sell or process perishable produce before it spoils.
PSA_00196,Agriculture,Livestock Health,Choose responsible farming practices every day. Provide livestock with clean drinking water.
PSA_00197,Agriculture,Pest and Disease Management,Everyone involved in farming has a role in preventing contaminated spray equipment. Follow pesticide label instructions.
PSA_00198,Agriculture,Crop Production,"For better crop rotation, rotate crops between seasons."
PSA_00199,Agriculture,Crop Production,Keep records of planting dates and farm inputs to support certified seed use.
PSA_00200,Agriculture,Soil and Water Conservation,Build contour bunds where appropriate. Do not ignore the risk of overgrazing.
PSA_00201,Agriculture,Crop Production,Crop farmers are encouraged to keep records of planting dates and farm inputs.
PSA_00202,Agriculture,Food Safety and Post-Harvest Management,Dry grain to the recommended moisture level before storage. Early action can reduce the effects of pest infestation in stores.
PSA_00203,Agriculture,Livestock Health,"Livestock farmers, remember to keep vaccination and treatment records."
PSA_00204,Agriculture,Farm Safety,Protect future harvests by choosing to keep children away from farm machinery and chemicals.
PSA_00205,Agriculture,Livestock Health,Choose safe agricultural practices. Report unusual animal illness to veterinary officers.
PSA_00206,Agriculture,Crop Production,Respond quickly when agricultural risks appear. Remove weeds before they compete with crops.
PSA_00207,Agriculture,Food Safety and Post-Harvest Management,Prevent losses before they become severe. Inspect stored grain regularly for pests and mould.
PSA_00208,Agriculture,Pest and Disease Management,Prevent avoidable agricultural losses. Use integrated pest-management practices.
PSA_00209,Agriculture,Crop Production,Help protect crop farmers by choosing to plant certified seeds.
PSA_00210,Agriculture,Farm Safety,Do your part to reduce the risk of farm machinery injuries. Inspect tools and machinery before use.
PSA_00211,Agriculture,Crop Production,Support resilient farming communities by choosing to test soil before applying fertilizer.
PSA_00212,Agriculture,Farm Safety,Provide clean drinking water and rest breaks for workers. Do not ignore the risk of fuel fires.
PSA_00213,Agriculture,Farm Safety,Directorate of Occupational Safety and Health Services remind casual workers to report damaged electrical cables immediately.
PSA_00214,Agriculture,Livestock Health,"Support prevention, productivity, and sustainable farming. Provide livestock with clean drinking water."
PSA_00215,Agriculture,Agricultural Extension and Best Practices,Resilient farming communities begin with informed choices. Seek advice from qualified agricultural extension officers.
PSA_00216,Agriculture,Crop Production,County Agriculture Department warns that soil-borne disease may affect irrigation farmers. Apply fertilizer according to soil-test recommendations.
PSA_00217,Agriculture,Agricultural Extension and Best Practices,Keep your farm safe: buy seeds and farm inputs from authorized dealers.
PSA_00218,Agriculture,Crop Production,Support resilient farming communities by choosing to harvest crops at the correct maturity stage.
PSA_00219,Agriculture,Livestock Health,Simple actions can protect farm productivity. Provide balanced feed suitable for each type of livestock.
PSA_00220,Agriculture,Soil and Water Conservation,Report agricultural concerns early. Construct terraces on sloping farmland.
PSA_00221,Agriculture,Livestock Health,"Support prevention, productivity, and sustainable farming. Seek veterinary help when animals show signs of illness."
PSA_00222,Agriculture,Agricultural Extension and Best Practices,"Support resilient farming communities by choosing to keep records of farm expenses, production, and sales."
PSA_00223,Agriculture,Livestock Health,Protect your farm from foot-and-mouth disease: seek veterinary help when animals show signs of illness.
PSA_00224,Agriculture,Pest and Disease Management,Use trusted agricultural information and use only registered pest-control products.
PSA_00225,Agriculture,Crop Production,Select crop varieties suited to local conditions. Early action can reduce the effects of soil-borne disease.
PSA_00226,Agriculture,Soil and Water Conservation,Kenya Forest Service recommends that hillside farmers plant trees in suitable areas.
PSA_00227,Agriculture,Climate-Smart Agriculture,Challenge misinformation and follow verified agricultural guidance. Diversify crops to reduce climate risk.
PSA_00228,Agriculture,Pest and Disease Management,Farmer groups: Wash spraying equipment after use.
PSA_00229,Agriculture,Pest and Disease Management,Remove and destroy heavily infected plant material safely. Do not ignore the risk of pest infestation.
PSA_00230,Agriculture,Soil and Water Conservation,Support prevention efforts in riverbanks. Harvest and store rainwater safely.
PSA_00231,Agriculture,Pest and Disease Management,Keep children and animals away from pesticide storage areas. Do not ignore the risk of improper pesticide disposal.
PSA_00232,Agriculture,Crop Production,Use trusted agricultural information and harvest crops at the correct maturity stage.
PSA_00233,Agriculture,Soil and Water Conservation,"Plant grass strips to reduce soil erosion to protect farms, livelihoods, and communities."
PSA_00234,Agriculture,Crop Production,Be alert to low crop yields and use clean planting materials.
PSA_00235,Agriculture,Pest and Disease Management,Working together can help prevent pesticide poisoning. Remove and destroy heavily infected plant material safely.
PSA_00236,Agriculture,Livestock Health,Make livestock nutrition part of responsible farming. Avoid moving animals from disease-affected areas.
PSA_00237,Agriculture,Pest and Disease Management,Protect your farm from resistant crop pests: use the recommended pesticide dosage.
PSA_00238,Agriculture,Climate-Smart Agriculture,Use trusted agricultural information and plant drought-tolerant crop varieties.
PSA_00239,Agriculture,Soil and Water Conservation,Do not wait for siltation to cause serious losses. Protect riverbanks and water catchment areas.
PSA_00240,Agriculture,Climate-Smart Agriculture,Do not rely on rumours about delayed planting. Harvest rainwater during the rainy season.
PSA_00241,Agriculture,Crop Production,Farming communities can reduce the risk of weed infestation. Plant crops at the recommended time.
PSA_00242,Agriculture,Crop Production,Challenge misinformation and follow verified agricultural guidance. Follow recommended plant spacing.
PSA_00243,Agriculture,Soil and Water Conservation,Water Resources Authority recommends that dryland farmers plant trees in suitable areas.
PSA_00244,Agriculture,Livestock Health,Early action helps prevent parasite infestation. Protect livestock from extreme heat and cold.
PSA_00245,Agriculture,Farm Safety,Choose safe agricultural practices. Wear appropriate protective equipment during farm work.
PSA_00246,Agriculture,Agricultural Extension and Best Practices,Support responsible farming by choosing to use farm records to plan the next season.
PSA_00247,Agriculture,Soil and Water Conservation,Choose safe agricultural practices. Plant trees in suitable areas.
PSA_00248,Agriculture,Crop Production,"Support prevention, productivity, and sustainable farming. Harvest crops at the correct maturity stage."
PSA_00249,Agriculture,Crop Production,Help reduce the risk of unpredictable rainfall in rain-fed farms: remove weeds before they compete with crops.
PSA_00250,Agriculture,Agricultural Extension and Best Practices,"Act early to prevent counterfeit farm inputs. Keep records of farm expenses, production, and sales."
PSA_00251,Agriculture,Crop Production,Take simple steps to protect your farm: use clean planting materials.
PSA_00252,Agriculture,Agricultural Extension and Best Practices,Ask qualified agricultural professionals for help when needed. Prepare a farm budget before each production season.
PSA_00253,Agriculture,Farm Safety,"Stay informed, farm safely, and provide clean drinking water and rest breaks for workers."
PSA_00254,Agriculture,Soil and Water Conservation,"For better watershed protection, plant grass strips to reduce soil erosion."
PSA_00255,Agriculture,Soil and Water Conservation,Respond quickly when agricultural risks appear. Use water-efficient irrigation methods.
PSA_00256,Agriculture,Soil and Water Conservation,Respond quickly when agricultural risks appear. Control grazing to protect fragile land.
PSA_00257,Agriculture,Pest and Disease Management,Simple actions can protect farm productivity. Use the recommended pesticide dosage.
PSA_00258,Agriculture,Soil and Water Conservation,Kenya Forest Service encourages farmers to plant grass strips to reduce soil erosion.
