psa_id,domain,subcategory,psa_text
PSA_00086,Education,Examinations and Assessment,Prioritize academic honesty. Report suspected examination malpractice.
PSA_00087,Education,Parent and Community Engagement,"For better home learning support, verify official school information."
PSA_00088,Education,School Health and Hygiene,Listen to qualified education professionals and support good nutrition among learners.
PSA_00089,Education,Examinations and Assessment,Education works best when everyone takes responsibility. Carry only approved examination materials.
PSA_00090,Education,Child Protection and School Safety,"In classrooms, help prevent bullying by choosing to support learners affected by violence."
PSA_00091,Education,School Health and Hygiene,Use trusted education guidance and promote menstrual hygiene with dignity.
PSA_00092,Education,Parent and Community Engagement,Strengthen learner welfare by choosing to verify official school information.
PSA_00093,Education,Parent and Community Engagement,Promote a positive learning environment. Verify official school information.
PSA_00094,Education,Child Protection and School Safety,Do not wait for school violence to become serious. Support learners affected by violence.
PSA_00095,Education,School Health and Hygiene,Education works best when everyone takes responsibility. Dispose of waste safely.
PSA_00096,Education,Child Protection and School Safety,Promote a positive learning environment. Follow school emergency procedures.
PSA_00097,Education,School Attendance,Early action can prevent school absenteeism. Report unexplained absences promptly.
PSA_00098,Education,Examinations and Assessment,Support academic honesty by choosing to prepare honestly for examinations.
PSA_00099,Education,Education Administration,Teachers: maintain accurate school records.
PSA_00100,Education,Parent and Community Engagement,Promote a positive learning environment. Attend school meetings regularly.
PSA_00101,Education,Teaching and Learning,Use trusted education guidance and provide constructive feedback to learners.
PSA_00102,Education,Parent and Community Engagement,Be alert to misinformation about school activities and participate in school activities.
PSA_00103,Education,School Attendance,Help reduce persistent lateness by choosing to communicate attendance concerns to the school.
PSA_00104,Education,Examinations and Assessment,"For better academic honesty, arrive at the examination venue early."
PSA_00105,Education,Education Administration,School administrators: communicate official updates clearly.
PSA_00106,Education,School Health and Hygiene,Use trusted education guidance and drink water from safe sources.
PSA_00107,Education,Examinations and Assessment,Education works best when everyone takes responsibility. Arrive at the examination venue early.
PSA_00108,Education,Child Protection and School Safety,Support inclusive education by choosing to seek help from a trusted adult.
PSA_00109,Education,Education Administration,Everyone has a role in preventing poor communication. Maintain accurate school records.
PSA_00110,Education,School Attendance,Support inclusive education by choosing to encourage children to remain in school.
PSA_00111,Education,School Attendance,Do not wait for unexplained absences to become serious. Monitor learner attendance consistently.
PSA_00112,Education,Parent and Community Engagement,Listen to qualified education professionals and create a supportive home learning environment.
PSA_00113,Education,Teaching and Learning,Working together can help prevent misuse of learning resources. Provide constructive feedback to learners.
PSA_00114,Education,School Attendance,Working together can help prevent school dropout. Report unexplained absences promptly.
PSA_00115,Education,School Attendance,Protect academic progress by choosing to support learners facing attendance difficulties.
PSA_00116,Education,Education Administration,Early action can prevent misuse of school resources. Communicate official updates clearly.
PSA_00117,Education,Education Administration,Protect learners from delayed administrative services: maintain accurate school records.
PSA_00118,Education,Child Protection and School Safety,Prioritize child protection. Promote a safe and inclusive learning environment.
PSA_00119,Education,Teaching and Learning,Support learning outcomes by choosing to participate actively in classroom activities.
PSA_00120,Education,Education Administration,County Education Office advises immediate action against poor communication: manage school resources responsibly.
PSA_00121,Education,Examinations and Assessment,Kenya National Examinations Council advises invigilators to manage revision time carefully.
PSA_00122,Education,Child Protection and School Safety,Support safe learning environment by choosing to seek help from a trusted adult.
PSA_00123,Education,ICT and Digital Safety,Follow official advice from School ICT Department: log out after using shared computers.
PSA_00124,Education,Parent and Community Engagement,Challenge misinformation and follow verified education guidance. Attend school meetings regularly.
PSA_00125,Education,Examinations and Assessment,Take action against missing candidate information: follow all examination instructions.
PSA_00126,Education,Education Administration,Good education begins with informed action. Use official communication channels.
PSA_00127,Education,Teaching and Learning,Choose responsible education practices every day. Develop regular reading habits.
PSA_00128,Education,Parent and Community Engagement,Early action can prevent misinformation about school activities. Attend school meetings regularly.
PSA_00129,Education,School Health and Hygiene,Protect learners from poor menstrual hygiene: keep classrooms and washrooms clean.
PSA_00130,Education,Child Protection and School Safety,Protect academic progress by choosing to report unsafe conditions promptly.
PSA_00131,Education,Parent and Community Engagement,Do not wait for misinformation about school activities to become serious. Report barriers preventing children from attending school.
PSA_00132,Education,Teaching and Learning,Use trusted education guidance and use approved learning resources.
PSA_00133,Education,Education Administration,Early action can prevent delayed administrative services. Protect confidential learner information.
PSA_00134,Education,Examinations and Assessment,Everyone has a role in preventing missing candidate information. Carry only approved examination materials.
PSA_00135,Education,Education Administration,Challenge misinformation and follow verified education guidance. Report administrative errors promptly.
PSA_00136,Education,ICT and Digital Safety,School administration advises parents and guardians to verify online information before sharing it.
PSA_00137,Education,School Attendance,Strengthen learner welfare by choosing to communicate attendance concerns to the school.
PSA_00138,Education,School Health and Hygiene,Ministry of Education reminds parents and guardians to dispose of waste safely.
PSA_00139,Education,Child Protection and School Safety,Early action can prevent drug abuse. Report unsafe conditions promptly.
PSA_00140,Education,ICT and Digital Safety,Kenya Institute of Curriculum Development recommends that teachers protect personal information online.
PSA_00141,Education,Child Protection and School Safety,Prioritize child protection. Seek help from a trusted adult.
PSA_00142,Education,Teaching and Learning,Working together can help prevent limited learner participation. Provide constructive feedback to learners.
PSA_00143,Education,School Attendance,Reduce preventable setbacks by choosing to attend school regularly.
PSA_00144,Education,Parent and Community Engagement,"If you notice signs of school dropout, encourage children to attend school."
PSA_00145,Education,ICT and Digital Safety,Make cybersecurity part of everyday education practice. Report cyberbullying to a trusted adult.
PSA_00146,Education,Teaching and Learning,Take action against low academic performance: complete assignments on time.
PSA_00147,Education,School Health and Hygiene,Make menstrual hygiene part of everyday education practice. Support good nutrition among learners.
PSA_00148,Education,Examinations and Assessment,Examination office reminds examination candidates to review answers before submitting.
PSA_00149,Education,ICT and Digital Safety,Protect academic progress by choosing to use respectful language online.
PSA_00150,Education,ICT and Digital Safety,Help reduce online scams by choosing to verify online information before sharing it.
PSA_00151,Education,School Health and Hygiene,Be alert to food contamination and wash hands with soap and clean water.
PSA_00152,Education,School Health and Hygiene,Choose responsible education practices every day. Drink water from safe sources.
PSA_00153,Education,Examinations and Assessment,Everyone has a role in preventing poor examination preparation. Report suspected examination malpractice.
PSA_00154,Education,Examinations and Assessment,Reduce preventable setbacks by choosing to follow all examination instructions.
PSA_00155,Education,ICT and Digital Safety,Communications Authority recommends that teachers verify online information before sharing it.
PSA_00156,Education,Teaching and Learning,Take action against low academic performance: support learners experiencing academic difficulties.
PSA_00157,Education,Education Administration,Prioritize records management. Maintain accurate school records.
PSA_00158,Education,School Attendance,"In day schools, help prevent poor attendance by choosing to communicate attendance concerns to the school."
PSA_00159,Education,Education Administration,Support better learning outcomes by choosing to follow approved education procedures.
PSA_00160,Education,Child Protection and School Safety,Early action can prevent harassment. Report unsafe conditions promptly.
PSA_00161,Education,Education Administration,Small actions can reduce the risk of inaccurate school records. Report administrative errors promptly.
PSA_00162,Education,Parent and Community Engagement,Make school-community partnership part of everyday education practice. Report barriers preventing children from attending school.
PSA_00163,Education,Teaching and Learning,Good education begins with informed action. Develop regular reading habits.
PSA_00164,Education,Education Administration,Protect academic progress by choosing to complete learner registration on time.
PSA_00165,Education,Examinations and Assessment,Strengthen learner welfare by choosing to carry only approved examination materials.
PSA_00166,Education,Parent and Community Engagement,Ministry of Education advises immediate action against lack of home learning support: participate in school activities.
PSA_00167,Education,School Health and Hygiene,Protect academic progress by choosing to drink water from safe sources.
PSA_00168,Education,Teaching and Learning,"Promote safe, inclusive, and effective learning. Use approved learning resources."
PSA_00169,Education,School Attendance,Choose responsible education practices every day. Attend school regularly.
PSA_00170,Education,ICT and Digital Safety,Good education begins with informed action. Avoid suspicious links and downloads.
PSA_00171,Education,School Attendance,Choose responsible education practices every day. Arrive at school on time.
PSA_00172,Education,Examinations and Assessment,School administration urges invigilators to carry only approved examination materials.
PSA_00173,Education,Examinations and Assessment,"For better candidate registration, prepare honestly for examinations."
PSA_00174,Education,Parent and Community Engagement,County Education Office advises immediate action against school dropout: create a supportive home learning environment.
PSA_00175,Education,Teaching and Learning,Teachers Service Commission recommends that teacher trainees revise lessons consistently.
PSA_00176,Education,Child Protection and School Safety,Small actions can reduce the risk of unsafe school facilities. Promote a safe and inclusive learning environment.
PSA_00177,Education,Child Protection and School Safety,Children Services Department advises teachers to follow school emergency procedures.
PSA_00178,Education,Education Administration,Board of Management advises immediate action against poor communication: manage school resources responsibly.
PSA_00179,Education,ICT and Digital Safety,School administrators: use strong and unique passwords.
PSA_00180,Education,ICT and Digital Safety,Prevent avoidable education challenges. Log out after using shared computers.
PSA_00181,Education,Parent and Community Engagement,Help reduce misinformation about school activities by choosing to support homework and study at home.
PSA_00182,Education,Parent and Community Engagement,Help reduce misinformation about school activities by choosing to report barriers preventing children from attending school.
PSA_00183,Education,Parent and Community Engagement,Board of Management advises immediate action against lack of home learning support: encourage children to attend school.
PSA_00184,Education,Teaching and Learning,Follow official advice from National Library Service: use approved learning resources.
PSA_00185,Education,Teaching and Learning,Parents and guardians: use approved learning resources.
PSA_00186,Education,Examinations and Assessment,Listen to qualified education professionals and review answers before submitting.
PSA_00187,Education,ICT and Digital Safety,Support inclusive education by choosing to report cyberbullying to a trusted adult.
PSA_00188,Education,School Attendance,School administration reminds community leaders to attend school regularly.
PSA_00189,Education,School Attendance,Education works best when everyone takes responsibility. Attend school regularly.
PSA_00190,Education,Parent and Community Engagement,Listen to qualified education professionals and attend school meetings regularly.
PSA_00191,Education,Education Administration,Help reduce poor communication by choosing to maintain accurate school records.
PSA_00192,Education,Examinations and Assessment,"Promote safe, inclusive, and effective learning. Review answers before submitting."
PSA_00193,Education,Examinations and Assessment,Education works best when everyone takes responsibility. Report suspected examination malpractice.
PSA_00194,Education,Child Protection and School Safety,Strengthen learner welfare by choosing to report unsafe conditions promptly.
PSA_00195,Education,Child Protection and School Safety,Choose responsible education practices every day. Report child protection concerns to a trusted authority.
PSA_00196,Education,Examinations and Assessment,Protect academic progress by choosing to manage revision time carefully.
PSA_00197,Education,Child Protection and School Safety,Support better learning outcomes by choosing to report unsafe conditions promptly.
PSA_00198,Education,Examinations and Assessment,Kenya National Examinations Council reminds invigilators to arrive at the examination venue early.
PSA_00199,Education,ICT and Digital Safety,"Promote safe, inclusive, and effective learning. Log out after using shared computers."
PSA_00200,Education,Examinations and Assessment,"Promote safe, inclusive, and effective learning. Manage revision time carefully."
PSA_00201,Education,Child Protection and School Safety,Protect academic progress by choosing to support learners affected by violence.
PSA_00202,Education,Education Administration,Protect learners from loss of confidential information: report administrative errors promptly.
PSA_00203,Education,School Health and Hygiene,"If you notice signs of poor hygiene, dispose of waste safely."
PSA_00204,Education,Teaching and Learning,"For better reading culture, participate actively in classroom activities."
PSA_00205,Education,Examinations and Assessment,Make examination integrity part of everyday education practice. Verify candidate registration details.
PSA_00206,Education,School Attendance,Protect academic progress by choosing to report unexplained absences promptly.
PSA_00207,Education,School Health and Hygiene,Support better learning outcomes by choosing to keep classrooms and washrooms clean.
PSA_00208,Education,School Attendance,"Promote safe, inclusive, and effective learning. Encourage children to remain in school."
PSA_00209,Education,School Attendance,Education works best when everyone takes responsibility. Report unexplained absences promptly.
PSA_00210,Education,Parent and Community Engagement,Follow official advice from Ministry of Education: encourage children to attend school.
PSA_00211,Education,Parent and Community Engagement,School administration calls on school administrators to communicate with teachers about learner progress.
PSA_00212,Education,School Attendance,"To improve punctuality, arrive at school on time."
PSA_00213,Education,School Attendance,Help reduce loss of learning time by choosing to arrive at school on time.
PSA_00214,Education,ICT and Digital Safety,Challenge misinformation and follow verified education guidance. Use strong and unique passwords.
PSA_00215,Education,ICT and Digital Safety,Take action against cyberbullying: use school devices only for approved learning.
PSA_00216,Education,ICT and Digital Safety,Prioritize online safety. Use school devices only for approved learning.
PSA_00217,Education,Education Administration,Early action can prevent delayed administrative services. Complete learner registration on time.
PSA_00218,Education,School Health and Hygiene,Working together can help prevent food contamination. Wash hands with soap and clean water.
PSA_00219,Education,Education Administration,Choose responsible education practices every day. Communicate official updates clearly.
PSA_00220,Education,Examinations and Assessment,"To improve examination integrity, carry only approved examination materials."
PSA_00221,Education,Teaching and Learning,Take action against limited learner participation: ask for help when lessons are unclear.
PSA_00222,Education,Teaching and Learning,Protect learners from incomplete assignments: participate actively in classroom activities.
PSA_00223,Education,Education Administration,"To improve resource management, maintain accurate school records."
PSA_00224,Education,Child Protection and School Safety,Ministry of Education encourages learners to promote a safe and inclusive learning environment.
PSA_00225,Education,Examinations and Assessment,Protect academic progress by choosing to prepare honestly for examinations.
PSA_00226,Education,ICT and Digital Safety,Protect academic progress by choosing to use strong and unique passwords.
PSA_00227,Education,ICT and Digital Safety,Listen to qualified education professionals and avoid suspicious links and downloads.
PSA_00228,Education,Child Protection and School Safety,Children Services Department recommends that learners report bullying immediately.
PSA_00229,Education,Parent and Community Engagement,"Promote safe, inclusive, and effective learning. Participate in school activities."
PSA_00230,Education,Child Protection and School Safety,Do not wait for child abuse to become serious. Report child protection concerns to a trusted authority.
PSA_00231,Education,Education Administration,Ministry of Education calls on administrative staff to follow approved education procedures.
PSA_00232,Education,Child Protection and School Safety,Prevent avoidable education challenges. Respect the rights and personal boundaries of others.
PSA_00233,Education,School Health and Hygiene,Be alert to poor hygiene and promote menstrual hygiene with dignity.
PSA_00234,Education,ICT and Digital Safety,Promote a positive learning environment. Avoid suspicious links and downloads.
PSA_00235,Education,Parent and Community Engagement,Support better learning outcomes by choosing to report barriers preventing children from attending school.
PSA_00236,Education,ICT and Digital Safety,Support better learning outcomes by choosing to use respectful language online.
PSA_00237,Education,Examinations and Assessment,Promote a positive learning environment. Prepare honestly for examinations.
PSA_00238,Education,Examinations and Assessment,Help reduce late examination registration by choosing to verify candidate registration details.
PSA_00239,Education,Child Protection and School Safety,Children Services Department calls on community members to follow school emergency procedures.
PSA_00240,Education,Teaching and Learning,Choose responsible education practices every day. Ask for help when lessons are unclear.
PSA_00241,Education,School Attendance,Small actions can reduce the risk of unexplained absences. Attend school regularly.
PSA_00242,Education,Parent and Community Engagement,Promote a positive learning environment. Create a supportive home learning environment.
PSA_00243,Education,Education Administration,Protect learners from poor communication: protect confidential learner information.
PSA_00244,Education,ICT and Digital Safety,"If you notice signs of online scams, log out after using shared computers."
PSA_00245,Education,Teaching and Learning,Follow official advice from Teachers Service Commission: support learners experiencing academic difficulties.
PSA_00246,Education,Examinations and Assessment,Follow official advice from Kenya National Examinations Council: report suspected examination malpractice.
PSA_00247,Education,Examinations and Assessment,School administration advises immediate action against poor examination preparation: carry only approved examination materials.
PSA_00248,Education,Education Administration,Board of Management advises immediate action against inaccurate school records: use official communication channels.
PSA_00249,Education,Education Administration,"In school offices, help prevent inaccurate school records by choosing to follow approved education procedures."
PSA_00250,Education,Education Administration,Everyone has a role in preventing inaccurate school records. Maintain accurate school records.
PSA_00251,Education,ICT and Digital Safety,"If you notice signs of unsafe internet use, use strong and unique passwords."
PSA_00252,Education,School Health and Hygiene,"For better menstrual hygiene, dispose of waste safely."
PSA_00253,Education,Child Protection and School Safety,Protect academic progress by choosing to report child protection concerns to a trusted authority.
PSA_00254,Education,ICT and Digital Safety,Working together can help prevent online scams. Avoid suspicious links and downloads.
PSA_00255,Education,School Attendance,Ministry of Education recommends that learners arrive at school on time.
PSA_00256,Education,Education Administration,Protect learners from misuse of school resources: manage school resources responsibly.
PSA_00257,Education,Parent and Community Engagement,"In local communities, help prevent misinformation about school activities by choosing to verify official school information."
PSA_00258,Education,Child Protection and School Safety,Reduce preventable setbacks by choosing to report unsafe conditions promptly.
PSA_00259,Education,Child Protection and School Safety,Use trusted education guidance and seek help from a trusted adult.
PSA_00260,Education,School Attendance,Good education begins with informed action. Arrive at school on time.
PSA_00261,Education,Parent and Community Engagement,Support learner support by choosing to encourage children to attend school.
PSA_00262,Education,School Attendance,County Education Office recommends that community leaders arrive at school on time.
PSA_00263,Education,Parent and Community Engagement,Strengthen learner welfare by choosing to create a supportive home learning environment.
PSA_00264,Education,Child Protection and School Safety,Promote a positive learning environment. Support learners affected by violence.
PSA_00265,Education,School Health and Hygiene,Support safe drinking water by choosing to drink water from safe sources.
PSA_00266,Education,ICT and Digital Safety,Challenge misinformation and follow verified education guidance. Verify online information before sharing it.
PSA_00267,Education,Parent and Community Engagement,Strengthen learner welfare by choosing to participate in school activities.
PSA_00268,Education,Education Administration,"If you notice signs of late learner registration, communicate official updates clearly."
PSA_00269,Education,Child Protection and School Safety,Use trusted education guidance and support learners affected by violence.
PSA_00270,Education,School Health and Hygiene,Support better learning outcomes by choosing to support good nutrition among learners.
PSA_00271,Education,School Attendance,Responsible choices support safer schools. Support learners facing attendance difficulties.
PSA_00272,Education,Child Protection and School Safety,School administration calls on parents and guardians to report bullying immediately.
PSA_00273,Education,School Attendance,"In primary schools, help prevent persistent lateness by choosing to communicate attendance concerns to the school."
PSA_00274,Education,Examinations and Assessment,Take action against late examination registration: prepare honestly for examinations.
PSA_00275,Education,ICT and Digital Safety,Support inclusive education by choosing to use respectful language online.
PSA_00276,Education,School Health and Hygiene,Do not wait for poor menstrual hygiene to become serious. Report signs of illness early.
PSA_00277,Education,School Attendance,"Promote safe, inclusive, and effective learning. Monitor learner attendance consistently."
PSA_00278,Education,Parent and Community Engagement,Do not wait for low parental involvement to become serious. Verify official school information.
PSA_00279,Education,Examinations and Assessment,Follow official advice from examination office: verify candidate registration details.
PSA_00280,Education,Education Administration,Everyone has a role in preventing loss of confidential information. Protect confidential learner information.
PSA_00281,Education,ICT and Digital Safety,Working together can help prevent unsafe internet use. Report cyberbullying to a trusted adult.
PSA_00282,Education,Education Administration,County Education Office calls on education officers to follow approved education procedures.
PSA_00283,Education,School Health and Hygiene,Protect academic progress by choosing to keep classrooms and washrooms clean.
PSA_00284,Education,Teaching and Learning,Be alert to limited learner participation and complete assignments on time.
PSA_00285,Education,Examinations and Assessment,"In school halls, help prevent examination malpractice by choosing to review answers before submitting."
PSA_00286,Education,Teaching and Learning,Make curriculum delivery part of everyday education practice. Complete assignments on time.
PSA_00287,Education,Education Administration,Working together can help prevent delayed administrative services. Use official communication channels.
PSA_00288,Education,Child Protection and School Safety,Teachers: report child protection concerns to a trusted authority.
PSA_00289,Education,School Attendance,Support better learning outcomes by choosing to attend school regularly.
PSA_00290,Education,Parent and Community Engagement,Board of Management calls on school administrators to create a supportive home learning environment.
PSA_00291,Education,Examinations and Assessment,Support better learning outcomes by choosing to follow all examination instructions.
PSA_00292,Education,School Health and Hygiene,Ministry of Health calls on learners to dispose of waste safely.
PSA_00293,Education,Parent and Community Engagement,Responsible choices support safer schools. Create a supportive home learning environment.
PSA_00294,Education,Teaching and Learning,Take action against poor reading habits: complete assignments on time.
PSA_00295,Education,School Attendance,Board of Management reminds community leaders to encourage children to remain in school.
PSA_00296,Education,Parent and Community Engagement,Early action can prevent low parental involvement. Encourage children to attend school.
PSA_00297,Education,School Health and Hygiene,School administration recommends that school staff follow safe food-handling practices.
PSA_00298,Education,School Health and Hygiene,Do not wait for poor hygiene to become serious. Dispose of waste safely.
PSA_00299,Education,Parent and Community Engagement,Support learner support by choosing to participate in school activities.
PSA_00300,Education,School Health and Hygiene,Make menstrual hygiene part of everyday education practice. Report signs of illness early.
PSA_00301,Education,Parent and Community Engagement,Small actions can reduce the risk of school dropout. Support homework and study at home.
PSA_00302,Education,ICT and Digital Safety,Communications Authority urges school administrators to use school devices only for approved learning.
PSA_00303,Education,Child Protection and School Safety,"If you notice signs of bullying, report bullying immediately."
PSA_00304,Education,School Health and Hygiene,Responsible choices support safer schools. Follow safe food-handling practices.
PSA_00305,Education,Teaching and Learning,Listen to qualified education professionals and use approved learning resources.
PSA_00306,Education,Child Protection and School Safety,Board of Management advises immediate action against school violence: report unsafe conditions promptly.
PSA_00307,Education,Education Administration,Listen to qualified education professionals and use official communication channels.
PSA_00308,Education,Parent and Community Engagement,Everyone has a role in preventing limited community participation. Encourage children to attend school.
PSA_00309,Education,Parent and Community Engagement,Be alert to lack of home learning support and encourage children to attend school.
PSA_00310,Education,School Health and Hygiene,Prioritize learner nutrition. Follow safe food-handling practices.
PSA_00311,Education,Examinations and Assessment,Do not wait for failure to follow examination instructions to become serious. Follow all examination instructions.
PSA_00312,Education,School Attendance,Make school attendance part of everyday education practice. Communicate attendance concerns to the school.
PSA_00313,Education,Examinations and Assessment,Prioritize assessment procedures. Follow all examination instructions.
PSA_00314,Education,ICT and Digital Safety,Communications Authority advises digital learning coordinators to use respectful language online.
